vertex_index,u,v,x,y,z
2456,1075.3546792498605,-475.70376789934625,69.90740203857422,200.99801635742188,1112.71875
2457,1076.5208703987605,-473.1324152745989,72.14419555664062,199.39443969726562,1113.9244384765625
2458,1071.8873251893629,-468.95397344893405,75.17169952392578,196.28538513183594,1109.349609375
2459,1066.9981221439768,-464.64641847240046,78.45712280273438,193.24380493164062,1104.524658203125
2460,1061.8480765906654,-460.192048236654,81.98501586914062,190.23440551757812,1099.441650390625
2461,1083.1063551232967,-471.89812234019456,74.19881439208984,199.7388916015625,1120.4083251953125
2462,1077.585309777248,-470.518053889275,74.55318450927734,197.97784423828125,1114.99365234375
2463,1072.874057055128,-466.3564432343855,77.6541519165039,194.969970703125,1110.346435546875
2464,1067.9201706703511,-462.0571572369671,80.99971771240234,192.01205444335938,1105.45751953125
2465,1062.7128754626626,-457.59979337612214,84.58019256591797,189.07151794433594,1100.317138671875
2466,1084.0361463542035,-469.1990673237482,76.82711791992188,198.61300659179688,1121.2601318359375
2467,1078.5443683923381,-467.87587049935155,77.10614776611328,196.75283813476562,1115.9229736328125
2468,1073.7646245452893,-463.7344925774194,80.25885772705078,193.83367919921875,1111.2120361328125
2469,1068.752725002885,-459.4449053630422,83.64860534667969,190.94766235351562,1106.267578125
2470,1063.495557933566,-454.9863095148458,87.26946258544922,188.06532287597656,1101.0777587890625
2471,1095.0102534285272,-469.71242189372407,78.56707000732422,202.28689575195312,1131.506591796875
2472,1095.3872170210775,-468.2616006293682,80.02225494384766,201.98513793945312,1131.7318115234375
2473,1093.4995375890178,-465.05715056642504,82.71511840820312,200.35720825195312,1129.762939453125
2474,1094.1236219971636,-462.18287496331396,85.67671966552734,200.0699005126953,1129.988525390625
2475,1094.6869560801365,-459.30469598404426,88.65480041503906,199.992431640625,1130.060791015625
2476,1095.1993061371395,-456.42409855404844,91.62811279296875,200.11602783203125,1129.98583984375
2477,1098.7223197412975,-467.37761258231563,81.55253601074219,203.21096801757812,1134.5736083984375
2478,1098.6338897623116,-465.5265913696799,83.31684112548828,202.7925262451172,1134.2879638671875
2479,1096.0726783288708,-465.33742533004056,82.97624206542969,201.55467224121094,1132.0560302734375
2480,1096.694278521943,-462.4132891995116,85.96449279785156,201.34866333007812,1132.216552734375
2481,1097.2536746245705,-459.4864795924339,88.96138000488281,201.3577880859375,1132.220458984375
2482,1097.7608676447976,-456.5586222919853,91.94509887695312,201.57229614257812,1132.0743408203125
2483,1101.5122679007045,-450.6234239821222,98.32130432128906,204.207275390625,1133.615966796875
2484,1071.8116705693353,-446.12803598312985,97.897705078125,188.00958251953125,1108.5596923828125
2485,1077.4771570956107,-447.6566991935244,97.35939025878906,190.5825958251953,1113.777587890625
2486,1082.961116084298,-448.9193874458618,97.07408905029297,193.2777099609375,1118.6788330078125
2487,1088.2994613794576,-449.8811516914454,97.05584716796875,196.11888122558594,1123.268798828125
2488,1093.5184907046323,-450.4943791838015,97.31869506835938,199.1303253173828,1127.5526123046875
2489,1085.192492289567,-431.919978220791,115.25881958007812,194.35670471191406,1117.9984130859375
2490,1090.4776204089399,-432.71155371757175,115.19900512695312,197.68882751464844,1122.2115478515625
2491,1099.3534354000446,-398.9039003175781,151.55606079101562,206.9785614013672,1121.9415283203125
2492,1088.8268590442974,-397.70418398354747,151.57644653320312,200.29019165039062,1113.77587890625
2493,1077.686070101302,-395.6235847780332,152.23086547851562,193.89959716796875,1104.5172119140625
2494,1065.6652632000453,-392.7232071179993,153.45745849609375,187.61216735839844,1094.05419921875
2495,1045.4558495500632,-443.0853199519993,96.64483642578125,180.07818603515625,1083.2650146484375
2496,1046.7292956302804,-437.75883037801253,102.30026245117188,178.4435577392578,1084.4288330078125
2497,1047.7742644266289,-432.3969028713672,108.13105010986328,177.36456298828125,1085.1925048828125
2498,1048.631418352197,-427.01151473654784,114.05482482910156,176.82147216796875,1085.5697021484375
2499,1022.9753893534195,-380.0238283633047,159.95187377929688,167.47186279296875,1055.44189453125
2500,1027.4795308407402,-337.97812030095736,205.6289520263672,170.22793579101562,1052.545166015625
2501,1016.8599114690859,-291.42269381399177,253.23037719726562,162.61302185058594,1036.4771728515625
2502,999.3511351408534,-287.17745596762796,254.62310791015625,152.37579345703125,1021.8294677734375
2503,1049.1879547160722,-299.1027415262271,250.84011840820312,181.78790283203125,1063.4324951171875
2504,1056.6477030653512,-256.19109508861436,298.02392578125,183.6714630126953,1061.942626953125
2505,1023.9971091472682,-249.1468605543862,299.19403076171875,163.32395935058594,1035.3680419921875
2506,1084.3777993485144,-261.9830373610737,297.1834411621094,200.41156005859375,1084.900146484375
2507,1076.9141311475776,-305.2327319475557,249.1238250732422,197.86251831054688,1086.7431640625
2508,1070.6425445673442,-348.7669476743465,201.20579528808594,193.61849975585938,1089.78564453125
2509,1052.5276478965714,-389.0762771935583,155.19439697265625,181.22296142578125,1082.2896728515625
2510,1050.4240758727244,-410.78144753350915,131.75665283203125,178.0636749267578,1084.6287841796875
2511,1049.9191766920578,-416.1995933772651,125.91061401367188,177.24542236328125,1085.234130859375
2512,1043.0273171905285,-342.0194969532341,203.8796844482422,178.6538848876953,1065.93701171875
2513,1038.2603094433002,-384.7964847969573,157.3798370361328,174.5025634765625,1069.3599853515625
2514,1036.3040276754132,-405.98277840357173,134.4348602294922,172.07012939453125,1071.3692626953125
2515,647.2683927741513,-394.42377626235634,165.3741912841797,196.3311309814453,703.898681640625
2516,649.5510177294923,-374.7732734569485,171.24362182617188,178.8104248046875,703.3929443359375
2517,692.3731750809701,-426.5084448724905,155.1853485107422,215.93777465820312,749.16357421875
2518,668.0105935354775,-421.7042094869643,159.0646514892578,216.69606018066406,726.4938354492188
2519,691.932438724498,-447.134033190952,153.08436584472656,234.8426971435547,751.5510864257812
2520,667.2797591417068,-442.1405639774991,157.1151885986328,235.45111083984375,728.6632080078125
2521,691.4216680365101,-468.12622634320405,153.3070831298828,254.17062377929688,754.2089233398438
2522,670.8003194596948,-381.5537523181177,169.12246704101562,180.81849670410156,723.9342651367188
2523,669.034930477384,-401.49358949903603,163.0853729248047,198.42117309570312,724.7822875976562
2524,693.0543652951168,-406.14961596637016,159.5529022216797,197.60433959960938,747.2614135742188
2525,751.0399964936875,-356.3993654911627,175.0531768798828,144.77891540527344,796.1419677734375
2526,723.2422279784716,-342.36225679274867,184.33226013183594,138.98831176757812,768.5103759765625
2527,721.920443630864,-353.80711458545426,178.32656860351562,148.1340789794922,768.4390258789062
2528,697.1905654508363,-338.97671539501516,186.9468536376953,141.27362060546875,743.5025634765625
2529,695.893212633716,-350.5928518432708,181.07861328125,150.53341674804688,743.6193237304688
2530,674.2876951100677,-334.18789811368197,189.42001342773438,141.7173614501953,721.2928466796875
2531,672.9968479053675,-345.6215975618113,183.68902587890625,150.77703857421875,721.5121459960938
2532,654.4980068144018,-327.11303443910975,192.05450439453125,139.3943328857422,701.6721801757812
2533,653.1623029288875,-337.9079916876952,186.50311279296875,147.88023376464844,701.86181640625
2534,699.5163297802819,-325.3608810806174,194.59646606445312,130.79193115234375,744.1400756835938
2535,676.4728426823092,-320.9854166821675,196.7806854248047,131.63018798828125,721.700927734375
2536,656.4030042471157,-315.1920277434793,198.78466796875,130.36215209960938,701.8619995117188
2537,758.4958283970807,-474.82640408716884,135.33897399902344,246.84397888183594,814.4888305664062
2538,745.3592862685572,-463.23119488678157,139.60324096679688,238.60159301757812,801.284423828125
2539,744.5561245439028,-473.64321149025125,139.74322509765625,248.4336395263672,802.0784912109375
2540,746.6421507909673,-442.71367373829855,141.33856201171875,219.26934814453125,799.8085327148438
2541,718.8158916756581,-429.7184289911354,149.86279296875,213.2280731201172,773.3342895507812
2542,718.2020210007623,-450.30589959975623,147.3668670654297,232.22100830078125,775.4478149414062
2543,790.1232011789137,-457.7945144633898,126.81804656982422,224.6986083984375,840.24462890625
2544,775.1693389119048,-455.95372285900515,131.55926513671875,225.83204650878906,826.7510986328125
2545,746.0528231286748,-452.9330141648443,140.13848876953125,228.8722381591797,800.52783203125
2546,806.9324965827057,-450.2269547497222,123.65660095214844,214.3203582763672,854.5966186523438
2547,820.5483688529669,-462.5951455796728,116.55416870117188,223.6271514892578,867.8357543945312
2548,838.346588957552,-456.1162634533046,113.24720764160156,214.22938537597656,883.447021484375
2549,835.9344274677147,-465.65970694917297,111.08255004882812,223.82888793945312,881.8585205078125
2550,851.3120137168511,-469.17310069977685,105.4269790649414,224.6067352294922,895.9705810546875
2551,816.1353851520237,-481.98997637315193,114.49215698242188,243.17800903320312,865.6088256835938
2552,830.7866722522102,-484.7337809743462,108.62532806396484,243.33773803710938,878.6304931640625
2553,845.4269273000274,-487.94141530742036,102.56736755371094,244.06227111816406,891.681640625
