vertex_index,u,v,x,y,z
0,1204.3007341705547,326.3832396833872,458.62066650390625,373.9222412109375,840.7100219726562
1,1195.4224724096327,287.1064704992643,495.181884765625,364.6195373535156,841.9068603515625
2,1211.5362838777583,274.5263579452601,503.2131652832031,361.58148193359375,859.069091796875
3,1186.047211249113,212.22616416058844,549.7401733398438,328.4132995605469,846.92333984375
4,1183.7574731966342,201.60668289911786,554.0210571289062,319.6972961425781,847.7491455078125
5,1204.810080573898,189.6411811057023,566.757080078125,319.86431884765625,865.9910888671875
6,1178.414668094678,180.84865964066404,560.9176635742188,301.8307189941406,848.8873291015625
7,1172.8705177896168,159.8128795686525,565.9822998046875,282.9500732421875,850.1785278320312
8,1198.2072287070796,148.103893243404,579.2985229492188,282.6310119628906,872.1526489257812
9,1126.3110358205188,159.06618490556488,553.1328125,266.854736328125,815.6156616210938
10,1139.8610436135932,151.87707753648462,558.1864013671875,265.43157958984375,827.4902954101562
11,1147.619931778444,173.6562961435505,554.106689453125,284.9083557128906,827.9713745117188
12,1141.9824412103483,294.11312400727167,498.9490661621094,362.59979248046875,795.2184448242188
13,1131.0519735718578,301.5221147800357,495.4350891113281,363.90509033203125,784.8070678710938
14,1129.8781791186575,296.31406384372127,498.8097839355469,361.0979309082031,785.101806640625
15,1186.7625981225856,293.8483710217114,491.20245361328125,366.3958435058594,832.8955688476562
16,1143.2309207865849,347.8353420464077,460.1119384765625,383.6439514160156,782.873291015625
17,1138.1008944951386,329.6424437028598,474.6528625488281,376.4282531738281,783.603759765625
18,1158.6994027317817,315.1450001104646,480.31085205078125,372.36309814453125,804.1755981445312
19,1013.1924065041741,290.28538119236714,511.5985412597656,328.7583312988281,700.1944580078125
20,1008.8009065717224,279.3979135438174,515.470947265625,320.5536804199219,699.9841918945312
21,1028.1091896168969,277.0640497019382,513.9580688476562,323.3570251464844,714.4595947265625
22,1018.3902735417438,-100.15409247056431,434.16595458984375,79.53884887695312,806.1702880859375
23,1022.8485250575692,-78.59174335437572,451.6851501464844,86.97900390625,804.0466918945312
24,990.7922182369147,-70.46411619404842,449.1533508300781,87.00118255615234,775.7562866210938
25,992.9865350376876,-59.0049056627682,457.6089782714844,91.83395385742188,774.534912109375
26,890.5015100874791,-12.228781183187193,463.9759521484375,100.91256713867188,684.800048828125
27,886.7115050666713,-25.800309810260934,455.26226806640625,94.1767578125,684.7999877929688
28,907.3564902339405,-43.87171746133378,447.42462158203125,89.9842529296875,704.330810546875
29,1108.9053108469298,-39.24457147725049,502.8311767578125,117.65130615234375,863.1043090820312
30,1112.3006826902663,-27.89511574056084,510.8260498046875,124.58582305908203,862.038330078125
31,1093.5317638553,-22.55677107808367,508.15863037109375,124.43594360351562,844.9122314453125
32,1057.2136775400252,39.02293361445163,524.6362915039062,158.87161254882812,797.2772216796875
33,1065.4598269240828,58.872935414949225,533.7257690429688,174.32847595214844,797.54248046875
34,1034.2327444101381,71.94749520026217,528.5553588867188,177.58473205566406,770.762939453125
35,1144.4001509601264,65.16861816129905,561.3080444335938,195.74278259277344,855.8714599609375
36,1147.875910825724,75.47430308273806,564.4607543945312,204.99693298339844,855.236083984375
37,1115.4926462654448,87.57918096301454,555.3634643554688,206.8791961669922,826.5073852539062
38,919.1098798578871,82.8427605575316,511.9447326660156,160.58367919921875,684.800048828125
39,910.5911416216228,55.67186485654104,500.8170166015625,141.5850067138672,684.7999877929688
40,934.5779834026632,57.322012817783175,504.157470703125,147.9753875732422,701.8617553710938
41,1326.7623812451163,-224.17856537129052,393.4456787109375,200.4399871826172,1084.8995361328125
42,1314.1814056814221,-271.78511391216426,345.3144836425781,200.76878356933594,1083.5928955078125
