global_point_id,trajectory_id,trajectory_type,point_id,surface_x,surface_y,surface_z,surface_u,surface_v,normal_x,normal_y,normal_z,nozzle_x,nozzle_y,nozzle_z,spray_dir_x,spray_dir_y,spray_dir_z,qx,qy,qz,qw,speed,cumulative_time,spray_on
61,31,spray,1,-0.09859439586430913,-0.027011408340461875,-0.26655151919347597,0.095744427326,-0.010887034634999997,0.3218873182118815,0.25038875559479773,0.9130684670089378,0.22329292234757236,0.22337734725433586,0.6465169478154619,-0.3218873182118815,-0.25038875559479773,-0.9130684670089378,-0.9356441080209846,0.2847882312001055,0.12015471786682837,-0.1703778455958227,50.0,0.1660517451945569,1
62,32,transition,0,-0.09859439586430911,-0.02701140834046187,-0.26655151919347597,0.095744427326,-0.010887034635,0.3218873182118815,0.25038875559479773,0.9130684670089378,0.22329292234757236,0.22337734725433586,0.6465169478154619,-0.3218873182118815,-0.25038875559479773,-0.9130684670089378,-0.3960165863851758,-0.894262319910831,0.18367661820599976,0.09863400235181838,50.0,0.1660517451945569,0
63,32,transition,1,-0.0981811130514199,-0.02919873027384766,-0.2660084121362978,0.095690835398,-0.013014617669,0.21147822556300705,0.3675110847458748,0.9056558743262434,0.11329711251158715,0.3383123544720271,0.6396474621899456,-0.21147822556300705,-0.3675110847458748,-0.9056558743262434,-0.3798679986602674,-0.8991819842261991,0.215565235175003,0.026527197756716643,50.0,0.16923647902320657,0
64,33,spray,0,-0.0981811130514199,-0.02919873027384766,-0.2660084121362978,0.095690835398,-0.013014617669,0.21147822556300705,0.3675110847458748,0.9056558743262434,0.11329711251158715,0.3383123544720271,0.6396474621899456,-0.21147822556300705,-0.3675110847458748,-0.9056558743262434,0.7902258420738358,-0.5730366966275536,0.0228172251279893,0.21598943741381657,50.0,0.16923647902320657,1
65,33,spray,1,0.09478094378283386,-0.008549030582730472,-0.28148420463747587,-0.103425276698,0.023975470563999998,0.05750355191003606,0.25849839680556,0.964298667616359,0.15228449569286992,0.24994936622282957,0.682814462978883,-0.05750355191003606,-0.25849839680556,-0.964298667616359,0.81660104409897,-0.561526551985435,0.04999049001138585,0.12390164284722814,50.0,0.17135226953237936,1
66,34,transition,0,0.09478094378283386,-0.008549030582730474,-0.28148420463747587,-0.103425276698,0.023975470564,0.05750355191003606,0.25849839680556,0.964298667616359,0.15228449569286992,0.24994936622282954,0.682814462978883,-0.05750355191003606,-0.25849839680556,-0.964298667616359,0.9123548858406323,-0.38698565359830367,0.0242180709521779,0.1313931171377551,50.0,0.17135226953237936,0
67,34,transition,1,0.10631588250242795,-0.010452203540837719,-0.28189706147457966,-0.114668125348,0.023926531941,0.10591664156032722,0.19940473237594997,0.9741762765263057,0.21223252406275517,0.18895252883511224,0.6922792150517261,-0.1059166415603272,-0.1994047323759499,-0.9741762765263056,0.9130715136007543,-0.3916485022491221,-0.009428187173497674,0.11323855802450292,50.0,0.17307319507505,0
68,35,spray,0,0.10631588250242795,-0.010452203540837719,-0.28189706147457966,-0.114668125348,0.023926531941,0.10591664156032722,0.19940473237594997,0.9741762765263057,0.21223252406275517,0.18895252883511224,0.6922792150517261,-0.1059166415603272,-0.1994047323759499,-0.9741762765263056,-0.3549864008864621,-0.9279400807427324,0.11277342023106687,0.013929013828495374,50.0,0.17307319507505,1
69,35,spray,1,-0.09757938192310169,-0.03163171347663721,-0.26549539220701346,0.095586817976,-0.015132833084999998,0.11065208910306812,0.3882976019690227,0.9148667047620834,0.013072707179966433,0.35666588849238545,0.64937131255507,-0.11065208910306812,-0.38829760196902263,-0.9148667047620834,-0.34852964841736545,-0.9143087205944769,0.20554402893899718,-0.01784095811561043,50.0,0.178350826807749,1
70,36,transition,0,-0.09757938192310169,-0.031631713476637215,-0.26549539220701346,0.095586817976,-0.015132833085,0.11065208910306812,0.3882976019690227,0.9148667047620834,0.013072707179966433,0.35666588849238545,0.64937131255507,-0.11065208910306812,-0.3882976019690227,-0.9148667047620834,0.22051393380546977,-0.9533136720821109,0.18057083789799186,0.09980390833917996,50.0,0.178350826807749,0
