trajectory_index,u,v,x,y,z
230,-52.508909404460724,-130.85810580960472,-93.8389068589442,13.301597381178752,-33.485193542199966
231,-51.399164130999296,-132.26173326849153,-94.08215040078603,93.04096326152086,-32.683327163045874
232,-50.289418857537854,-133.66536072737836,-94.111621938688,153.20384270769873,-32.58617253683608
233,-49.179673584076426,-135.06898818626516,-94.20792008852946,208.53630490640492,-32.26872012618662
234,-48.069928310615,-136.472615645152,-94.30970150157187,269.35162148943397,-31.933191821823392
235,-46.5153326627945,-136.98925572603036,-94.09234513230386,280.5053105248349,-32.649719642012634
236,-44.960737014974,-137.50589580690874,-93.81576403147731,281.78529187694403,-33.56148520907721
237,-43.4061413671535,-138.02253588778711,-93.46043095846638,280.1453663338012,-34.73286119913011
238,-41.851545719333004,-138.5391759686655,-92.99386259338524,269.4075120449677,-36.28899300650742
239,-40.2969500715125,-139.05581604954386,-92.56942573837085,271.8439176713733,-37.45696141182294
240,-38.742354423692,-139.57245613042224,-92.15285988679955,269.3975351043116,-38.70817231912905
