sample_index,face_index,u,v,x,y,z
101,18,49.4786191985158,135.52197547750163,94.58328387456547,41.1561318723274,31.031311734189337
102,58,60.65864580995897,-130.12511436517087,-42.98595855321298,169.26297293084988,-89.86633432526288
103,34,-132.76611027153388,39.48618419418077,-37.842756938539196,277.8925275615802,92.51705426369746
104,42,-136.37500645685017,-49.29698566557011,-87.1511985800818,26.665960181079857,48.0656176262562
105,63,117.32067478098332,-88.1378561122221,5.044116182094333,267.80991564764616,-99.5031982846986
106,12,115.60423565778893,84.07776992462571,96.16584820285354,92.5096313491925,-25.814297057894667
107,31,-121.33426096626037,68.80214351385975,-16.893146641998687,260.7532984414427,98.33617150644248
108,14,94.00309503971792,107.80322739020284,99.73630964980352,138.1995062486785,-2.6772950284225083
109,26,-56.70317090469377,133.97419393508963,46.29444330780536,69.70242168101345,88.09791146648256
110,47,-91.57528790047316,-109.19032660690733,-99.94608160409113,110.47634253009353,-0.5474430641840067
111,23,-22.823523918301987,142.24686421472364,66.09859500518397,108.32181845448699,74.49571542046681
112,42,-134.26020569063485,-53.02736901666061,-87.88270197367078,77.99223948569733,46.69707174165316
113,49,-42.17422388097143,-138.3406403492594,-93.10572146089697,272.01303184238753,-35.902181536738496
114,33,-130.9017477156649,47.25010017502446,-32.722280877072805,263.0998870182084,94.07033391912007
115,39,-134.23379677817564,-43.34062338157855,-82.78081291127529,296.61007530278994,56.00317061388162
116,38,-146.04306568808857,-9.475936674002515,-70.58462785709928,9.161033914163294,70.81412482214493
117,12,115.288968925024,85.05328031805998,97.05344726228789,205.50381765132795,-22.88827551364343
118,7,141.17644711508504,21.997918106582368,74.61247666893536,154.33582048772573,-65.95632095746684
119,4,137.98364508376721,-20.97030711804143,49.88321302019027,39.20149040305066,-86.17967309906356
120,59,72.05860389524751,-128.41950963910799,-36.44759772985313,291.51985165939794,-92.9402712437036
121,34,-132.86817632356744,53.901501807444376,-30.148101275867013,132.0920248467793,94.85120287660756
122,47,-87.33819436651456,-112.16162692660996,-99.55964893750456,93.38778906300402,-4.470962663219012
123,54,9.955169800443892,-139.28802894043403,-70.83914007357785,30.115477752966996,-70.55414667329299
124,35,-135.44174319861136,31.418677222259536,-42.91251300150306,273.28241842648566,89.90559181083518
125,6,142.6493345894058,5.0661262619872955,66.28002448007102,154.17647102433085,-74.34682015575258
126,51,-39.05986709510668,-136.46466120671354,-90.76830653367097,91.66182403043908,-41.298488112663335
127,8,138.44616354909567,29.06693811580959,76.88504971920833,70.67542101257563,-63.187181616838124
128,54,-1.0588514542500667,-140.2230592040347,-76.06684266097444,45.93725689641395,-64.18417018601235
129,35,-137.24138849392014,40.579626293588255,-39.32520123895943,134.60113157771184,91.82305088742545
130,15,91.77671235911541,109.44096219073282,99.83993128419888,241.2847344083404,1.6252061431180638
131,35,-136.29999810230714,37.44473199618979,-40.35186224669606,210.69803927123192,91.27428886221745
132,11,124.446963565097,70.44579806489622,93.16320358794286,133.62375181408166,-35.712688386246796
133,5,145.42099857988006,3.2979741796182207,66.97910773970813,268.7204723057687,-73.77309757255186
134,62,104.73878516015724,-94.45011501025228,-3.943108820875677,84.45354997876669,-99.61163796488572
135,29,-92.1579005833089,107.48132701421122,16.701898542257663,185.99662396401433,98.35500778629202
136,43,-120.39534214289255,-76.13340954862039,-94.70252754656383,152.9309893759436,30.638218085008134
137,26,-54.8475485572107,135.5922678990047,48.40547450569292,29.92038094674356,86.96954119947108
138,13,109.47283507138461,92.0301335633414,98.37441314051381,214.285945682726,-16.504872529193047
139,47,-86.86068616623895,-114.08133350962255,-99.91622160513799,279.63905588940816,-0.8506169447843575
140,31,-111.64188709037217,86.56975608466666,-3.1957381367384623,195.08888600389912,99.68524749814019
141,23,-24.59239885882711,141.59662628643324,64.63414721125801,126.37035849836886,75.69755620224998
142,37,-142.7801607688565,4.95633523446299,-60.68844935906947,159.7477249966944,78.93570549717415
143,11,125.22039397718865,70.9482266585408,93.88699063717132,239.69956916938327,-33.32668259119548
144,18,48.047174805392885,135.3247056914923,93.94772382793437,103.91068995999595,33.12647212146264
145,22,-1.9329260037366391,145.75959286845634,77.08537863488847,35.28907742613004,62.94308003277297
146,17,58.063965291963044,130.87884482419997,95.96835617011067,140.21060177812296,26.465340945876957
147,15,82.2709758629382,116.63543137537914,99.10003885601792,208.05417290278973,9.13746557187723
148,0,122.56127472820408,-69.6841334916318,17.378767369523068,89.68776053188823,-98.28834207474215
149,5,139.0791783852961,-10.032459749394315,56.571419544790714,27.93168378776345,-82.31446324541224
150,22,-10.184004691049248,139.41644077266457,70.72314448656235,264.05809642476686,70.6954877594708
151,37,-143.903567651484,7.788858084657556,-59.72452519240502,105.02008840048435,79.72677731198976
152,50,-56.66172033326487,-130.5513848751698,-95.28644456691778,109.56840562170808,-28.7133019154265
153,58,55.88545887368278,-130.16657575673648,-44.7996124067931,105.00041242462852,-88.89691564254592
154,4,138.42081715964852,-30.7076442412157,45.323846174607134,110.42016248697594,-88.61670671093151
155,8,140.43916417587758,30.695621514456366,78.77275652974161,189.868958912678,-60.88700332686298
156,18,46.75899881633469,133.88277056732434,92.77844801005581,263.5786215230068,36.9810573623088
157,39,-141.6679969689766,-15.036295627377314,-71.04429923674253,178.75568370561763,70.30415941337124
158,40,-142.74096150297265,-27.880936730813985,-78.35205899599077,44.80065048819567,61.39962495241424
159,11,124.13994177488973,70.74004140014459,93.01750244733009,104.17196097327943,-36.19300060821632
160,51,-40.774781477530375,-137.49124103314392,-92.19513289547757,192.0496241782504,-38.62908512341249
161,61,95.30725621615771,-105.94310528456882,-14.531275079455128,135.00991490577874,-98.56879537973043
162,23,-21.197853319069036,137.96131735532887,64.57180945455363,265.9165207072814,75.7487154573378
163,61,99.25210941081693,-108.99247131361,-14.040562669196973,277.23753803532134,-98.61712629803905
164,0,125.89911968063358,-69.4142181477027,18.713448533919795,175.36727749576622,-98.15688755071541
165,10,127.78370629925378,63.379512368604686,90.60617769964892,87.19551326742325,-41.601809670049036
166,51,-40.36389422461395,-136.73116982861217,-91.7327733605649,146.6643334595788,-39.49409852493231
167,41,-132.9837274443498,-51.792713957930765,-86.49008132281676,197.88913150191064,49.30248037986698
168,26,-50.76825929245877,136.05243282169408,50.60603976521313,80.7205958453235,85.79331395472659
169,5,144.91403016788334,5.438469448837234,67.59056839070712,241.88448518410274,-73.27128497815666
170,44,-127.08627538960322,-68.56024033138374,-93.43497586575813,38.40989303555696,34.816775381872375
171,45,-90.18873831580062,-110.32109132039034,-99.69612023652125,298.89200512261067,3.085345290010195
172,20,19.205325531941018,143.1678195898925,85.27977908100016,72.99374573796449,51.56679544208065
173,62,104.59521179397908,-95.1726462017926,-4.426393766339261,106.89972474051491,-99.5640385874689
174,42,-132.85150137228473,-56.665947795741715,-89.96450904614238,15.21030578609763,42.80228666404719
175,20,19.435538610949866,143.65074069137899,85.38680090281107,61.93144414743143,51.36657179980409
176,33,-127.27977585163214,65.16075245585569,-21.845370350984293,141.42243057374387,97.36980913025643
177,16,74.54972412282868,121.11514987209657,98.47737385257237,222.14814164493473,15.459494105933304
178,62,94.81554442562248,-102.39796112484986,-12.901139859903799,41.729748036411614,-98.7293495668289
179,35,-139.10765858516314,26.867369020722446,-47.37007160259154,185.8473874999205,87.52297586751678
180,44,-121.64887249299419,-75.82235565308966,-94.93005835096292,87.91944137378334,29.88814965199646
181,13,109.84442179943669,91.04860248217979,98.09638396739345,119.8668727997369,-19.32775217722308
182,49,-44.40461688879399,-137.8131605581925,-93.86454565622181,297.6555116690079,-33.40067376673868
183,57,56.58942973131409,-134.3518833960536,-46.46303107400078,228.6026334202702,-88.00779938147542
184,37,-141.64369134605013,-5.233618671679378,-65.27610590362593,218.66519060626794,75.17071452178313
185,48,-91.11300984525371,-108.77176789562502,-99.72205741485577,6.921939845202636,-2.8220005049066854
186,30,-101.43215499747261,103.68903452819501,10.484104616017854,83.26446954094965,98.9674065845021
187,32,-121.1593803141616,70.48836119759846,-15.753910173920076,241.60877079254928,98.44837642223811
188,8,138.48275382597896,38.49077866113666,82.58304367108974,202.6223444266131,-56.24415322313074
189,42,-126.01962076812495,-66.42248198335824,-91.6541345352796,224.6102489195763,39.641221343031894
190,34,-135.39279279473894,52.435141903210436,-32.4093408990622,56.490985694050856,94.1652632372884
191,28,-79.78117694232418,120.99506550946471,29.24294152173649,89.1875999601136,95.12578012569945
192,8,139.88082972103746,30.239066560920044,78.51490726684483,165.15036041049484,-61.20119368380389
193,8,140.12013060413958,29.706139206025593,77.78387359935749,137.1710206389534,-62.09196112809799
194,56,24.043700383362772,-136.96042839715932,-63.1787696924413,21.97707710291247,-76.89195320449153
195,21,10.923742060695417,141.12401933840906,80.40858943976504,227.6782394201793,58.89373439088885
196,62,98.30335461168039,-100.37289909564213,-10.182244315328774,66.73741265134493,-98.9971372072217
197,42,-126.45397388425451,-67.41268661917388,-92.37231667241075,178.48944252470096,38.297597763455585
198,57,47.27482775108756,-137.60004764675347,-52.583716722450305,244.87163802329405,-84.73622305122258
199,39,-135.67823610039932,-40.18962573687174,-81.5198620545934,264.38239573254003,57.53964427021485
200,4,141.2970246054397,-23.479841352583875,49.76294621178032,155.43456049686964,-86.24395708068067
201,56,34.90185474973733,-135.283574861,-57.29797423424289,41.00745461302696,-81.71819545109332
202,47,-83.15096285155057,-115.5238560615804,-99.28416194639507,130.29014034841728,-7.268031085111894
203,38,-142.8842726117635,-7.580313552489494,-67.43992836259804,155.33103706341163,73.3949120066526
204,52,-18.620752306855415,-141.58593453454577,-84.50831929664396,153.3987241836182,-53.01009443736955
205,45,-102.92313194174864,-98.96477754086106,-98.63546536735416,259.94933442606055,13.854362836451187
206,8,139.07358905281998,37.034630530004186,81.61187703273299,187.37540583176136,-57.42752365175429
207,44,-126.31222078193123,-70.11166510459731,-93.9273964101722,3.817499242684137,33.19348262770295
208,24,-38.39694529546643,141.53630595882183,58.89011608905808,11.700563927682046,80.41155890219247
209,62,107.40555656899848,-88.80097151252009,-0.030246079391737127,45.09577139942883,-99.99702102339032
210,3,136.60215771921574,-35.66826140842187,41.713657687181275,89.7281005601769,-90.5463936580476
211,58,52.11232328593511,-132.39097220851647,-47.73188023337829,135.0291698995354,-87.3295850252893
212,59,92.95015640943149,-114.29301709284034,-19.789920937502785,298.2311436267693,-97.9933229829502
213,7,139.5940966360735,19.18743207996798,72.16534800833098,42.742532539140385,-68.93815700662958
214,43,-120.81378105485055,-76.84999085373698,-94.64288035649186,168.84138755341772,30.834848490763427
215,42,-128.3038020908056,-63.765599559760716,-91.03191975798597,168.07283695077714,40.805302713354045
216,22,-9.96561157304995,144.33293484259386,72.94380753069781,83.04152976919542,67.98960096869975
