vertex_index,x,y,z,geodesic_distance
5350,65.83925629,184.7483826,736.2822876,181.5968495
5351,57.71439743,189.275116,742.536438,181.6326298
5352,62.06565475,187.52005,742.3356934,181.6252809
5353,53.94750214,191.999054,748.8522339,181.6587995
5354,58.35023117,190.3381042,748.578186,181.6521652
5355,46.48771286,197.5036621,762.0022583,181.7070447
5356,50.99477768,196.0431061,761.6377563,181.7017762
5357,55.44423294,194.4338989,761.3253784,181.6967048
5358,41.92733002,198.8142395,762.4108276,181.7122558
5359,39.00429153,203.0668488,775.6251831,181.7490266
5360,43.61294937,201.8245239,775.2453613,181.7452923
5361,36.06906128,207.6506348,789.1352539,181.7829291
5362,40.72662735,206.4811859,788.824585,181.7806246
5363,37.70210648,211.464859,802.6328125,181.8127372
5364,32.99644089,212.5560913,802.8352051,181.8137899
5365,28.24681473,213.4819336,803.0480957,181.8149536
5366,17.84163094,212.7254944,796.9765015,181.80504
5367,23.45728302,214.2409973,803.2699585,181.8162227
5368,18.63187027,214.8322144,803.4995117,181.8175915
5369,12.98725033,213.1105957,797.284668,181.8071358
5370,-0.956332624,215.4944305,804.4849243,181.8232068
5371,-15.11876869,216.6097412,811.3289185,181.8363113
5372,-10.14145279,217.1934509,811.1278076,181.8351935
5373,-5.174940586,217.6000214,810.9367065,181.8341222
5374,-0.2225398421,217.8305054,810.7542725,181.8331012
5375,-29.37208748,216.4452362,817.7624512,181.8468845
5376,-24.39900398,217.521225,817.6178589,181.8461027
5377,-19.41727638,218.4238129,817.4865112,181.8453688
5378,-14.43732357,219.1469421,817.3669434,181.8446829
5379,3.976920366,215.5867462,804.2276611,181.8217022
5380,8.888194084,215.5063477,803.9779053,181.8202478
5381,13.77432919,215.2544556,803.7354126,181.8188591
5382,-36.93323517,226.2242737,840.1744385,181.8737943
5383,-28.73461533,219.2062988,823.5187378,181.8538832
5384,-33.0000267,221.0785522,829.2060547,181.8610356
5385,-32.52849579,224.0777283,834.8530884,181.8677229
5386,-32.15095901,227.1726379,840.4926758,181.8743768
5387,-41.46531677,228.3647919,845.2538452,181.8792185
5388,-36.67539978,229.4296265,845.6925659,181.8800629
5389,-78.05473328,221.6006775,850.862793,181.8820477
5390,-80.20866394,220.4126434,850.5445557,181.881587
5391,-82.32231903,219.1456299,850.2276611,181.8811234
5392,-84.39302826,217.8006439,849.9122314,181.8806577
5393,-86.41847229,216.3793793,849.5984497,181.8801914
5394,-88.39630127,214.8834229,849.286438,181.879726
5395,-90.3237381,213.3143921,848.9766235,181.8792635
5396,-92.19107819,211.6743011,848.675415,181.8788083
5397,-93.99304199,209.9658508,848.385437,181.8783631
5398,-95.72719574,208.1915436,848.1069336,181.8779295
5399,-97.39089966,206.3541107,847.8403931,181.8775082
5400,-73.65424347,223.769516,851.4990234,181.8829357
5401,-69.20311737,225.7911224,852.1227417,181.8838904
5402,-97.20172882,209.1271057,852.1146851,181.8802896
5403,-64.69760132,227.6805878,852.7449951,181.8848946
5404,-60.12528229,229.4345856,853.3805542,181.8859617
5405,-55.49413681,231.0501709,854.0264282,181.8870944
5406,-50.81043243,232.5253143,854.6806641,181.8882955
5407,-46.08013153,233.8586731,855.3417969,181.889568
5408,-46.09273911,230.4754486,850.0935669,181.8840423
5409,-41.32725906,231.6675415,850.6425781,181.8851122
5410,155.0849609,-169.819809,162.8416748,184.6949184
5411,143.5044098,-173.9818573,209.3833313,184.9147996
5412,131.8996429,-177.433609,255.9250031,185.2601093
5413,120.3124466,-180.1833649,302.4666443,185.7860256
5414,108.7835388,-182.2417297,349.0083313,186.2832751
5415,97.35250092,-183.6216431,395.5500183,186.0591355
5416,86.0577774,-184.3382111,442.0916748,182.1677024
5417,74.93677521,-184.4086914,488.6333313,164.9665229
5418,64.02527618,-183.8524017,535.1750488,152.8920384
5419,53.35756683,-182.6905518,581.7166748,148.4807334
5420,42.9663887,-180.9462585,628.2583008,169.1454193
5421,32.48634338,-178.6843872,674.7999878,179.763285
5422,32.87934494,-178.6223907,674.7999878,179.7524122
5423,33.95383835,-178.4528809,674.7999878,179.7220899
5424,36.99349594,-177.8270721,674.7999878,179.6253353
5425,21.66002464,-179.8843994,679.9976807,180.1951654
5426,26.23193932,-179.3140869,679.8939209,180.1324491
5427,10.8718214,-180.563324,685.6801147,180.4892132
5428,15.49663544,-180.2642822,685.4707031,180.4400758
5429,-4.545455933,-180.6605225,692.128418,180.7579808
5430,0.139290154,-180.7570801,691.8087769,180.7162258
5431,4.813724995,-180.7336731,691.4961548,180.6753794
5432,-10.53316021,-180.4607697,698.336792,180.90071
5433,-25.93146896,-178.9680481,705.739624,181.0846936
5434,-21.1460495,-179.6563263,705.2161255,181.053944
5435,-16.37066078,-180.213028,704.7061768,181.0235667
5436,-31.70153999,-178.3129883,712.4014893,181.182717
5437,-46.05578613,-175.198822,717.1832886,181.2851246
5438,-41.93859482,-176.4888611,719.7680054,181.2903803
5439,-37.30403519,-177.5967102,719.1426392,181.2683189
5440,-50.94861221,-174.0628052,720.762146,181.3308198
5441,-55.44329453,-172.6802979,721.2568359,181.3513079
5442,-59.86054993,-171.20047,721.7731934,181.3714695
5443,-97.66188812,-157.3647919,755.34198,181.6274368
5444,-92.97659302,-161.2426453,761.4815063,181.6398094
5445,-95.18190002,-159.9819489,761.281189,181.6425427
5446,-97.43105316,-158.6527863,761.0021362,181.6452192
5447,-90.81522369,-162.4384918,761.6025391,181.6369902
5448,-86.61058807,-164.6511841,761.6206055,181.631022
5449,-88.69419098,-163.5734711,761.6478882,181.6340668
5450,-84.56273651,-165.6747284,761.5231323,181.6278393
5451,-82.54954529,-166.6469727,761.3575439,181.624503
5452,-60.17681122,-171.3518219,724.9007568,181.3919006
5453,-60.43571854,-171.5523224,727.9977417,181.4116451
5454,-65.10688782,-170.5039673,734.7091675,181.4644432
5455,-69.44540405,-169.5601807,741.3873901,181.5108866
5456,-73.43996429,-168.7474518,748.0412598,181.5520012
5457,-77.06903839,-168.098053,754.6946411,181.5886796
5458,-78.64829254,-168.4920197,760.8074951,181.6172588
5459,-80.57759094,-167.5831299,761.1196289,181.6209854
5460,-102.0236053,-154.5957642,754.807373,181.6343645
5461,-101.7996597,-155.8652649,760.4500122,181.6508206
5462,-115.2851715,-149.9059143,785.3608398,181.7346179
5463,-115.9017181,-150.0904694,790.3094482,181.7465516
5464,-108.4961319,-154.5651855,775.8376465,181.7038571
5465,-106.6450958,-156.1449738,776.0552368,181.7023392
5466,-105.17836,-155.9525452,770.9382935,181.686431
5467,-109.7269974,-154.7893829,780.8880615,181.7183651
5468,-111.4049149,-153.1353149,780.6952515,181.7195182
5469,-112.3875427,-153.37323,785.6853638,181.7328077
5470,-113.8796844,-151.6486053,785.5167236,181.7336792
5471,-103.1684494,-157.4545593,771.1821899,181.6845462
5472,-101.479805,-157.3108826,765.9922485,181.6669406
5473,-116.3642731,-150.2996368,795.1982422,181.7578823
5474,-116.6781845,-150.5162659,800.0307007,181.7686696
5475,-120.1519623,-113.3448792,878.048584,181.8738691
5476,-119.8225632,-114.4718399,881.7927856,181.8773146
5477,-116.8482361,-150.7247314,804.8097534,181.7789616
5478,-113.7737427,-159.9958801,828.1279297,181.8272978
5479,-114.518692,-157.6684723,823.5783691,181.817846
5480,-115.2908401,-155.371048,818.9630737,181.8082222
5481,-113.060257,-162.3422394,832.6118164,181.8366454
5482,-116.0855103,-153.1145477,814.2817993,181.7986269
5483,-116.0482101,-152.91185,809.6237793,181.7890325
5484,-120.4029083,-126.2758484,856.0341187,181.8561176
5485,-119.9891129,-132.9846497,848.3375854,181.8487036
5486,-117.8583755,-142.7153168,848.6907959,181.8524042
5487,-117.0082092,-148.4102173,840.6317749,181.8431643
5488,-114.4492798,-157.7522278,840.9973755,181.8482735
5489,-120.7329865,-118.9393082,863.4221191,181.862064
5490,-119.6356888,-121.5888443,870.9924927,181.870196
5491,-119.2000656,-122.8783264,874.7494507,181.8741626
5492,-118.8385849,-124.1408615,878.5054932,181.8780606
5493,-119.5652008,-115.5706635,885.5649414,181.8807147
5494,-119.3776855,-116.638916,889.3803101,181.8840726
5495,-119.2577896,-117.6741409,893.2546997,181.8873907
5496,-97.03356934,214.5816956,860.5049438,181.8857782
5497,-97.0618515,217.2536011,864.6327515,181.8885099
5498,-97.08122253,211.8713531,856.3342285,181.8830187
5499,-97.35188293,222.4645844,872.7886353,181.893862
5500,-97.16779327,219.8826447,868.7248535,181.8912085
5501,-98.85858917,222.7880707,876.550415,181.8955604
5502,-97.61306,224.9949951,876.8319702,181.896464
5503,-100.5705795,225.224823,884.3200073,181.8994818
5504,-97.94922638,227.4695282,880.8630981,181.8990001
5505,-98.35688019,229.8839417,884.8916626,181.9014626
5506,-108.6791687,205.2330017,894.010376,181.8964563
5507,-107.6663513,210.7294464,894.4308472,181.8982017
5508,-106.4732742,216.1461487,894.8880615,181.9000578
5509,-105.0981674,221.466156,895.3824463,181.9020188
5510,-103.5483856,226.6771545,895.9124756,181.9040777
5511,-110.6852646,195.7978363,897.2493286,181.8949183
5512,-101.3546371,229.6572571,892.395752,181.9040427
5513,-100.9322586,227.4753723,888.3479614,181.9017934
5514,-101.831665,231.7667236,896.4761963,181.9062256
5515,-112.5288086,186.0975952,900.5393677,181.8934985
5516,-125.3785553,5.534172535,888.65448,181.8722838
5517,-125.2915039,5.534172535,890.2581787,181.8726489
5518,-125.2916565,5.534172535,890.255127,181.8726482
5519,-124.9860764,16.81375504,894.1265869,181.8740703
5520,-124.8444901,28.09777832,894.2164917,181.8747291
5521,-124.7014999,28.27632523,898.1546021,181.8754378
5522,-124.4713287,39.65294266,898.2981567,181.8761196
5523,-124.14814,51.03245544,898.4917603,181.8768776
5524,-123.7310562,62.41419983,898.7354126,181.8777014
5525,-123.2192535,73.79737854,899.0290527,181.8785879
5526,-122.6120453,85.18120575,899.3724365,181.8795414
5527,-121.9085312,96.56477356,899.765625,181.8805729
5528,-121.1079254,107.9470215,900.2084961,181.8817004
5529,-120.2095566,119.3269501,900.7009277,181.8829479
5530,-119.2124634,130.7033081,901.243103,181.8843449
5531,-118.1160736,142.0749207,901.8347778,181.8859262
5532,-116.919754,153.4404755,902.4758301,181.8877311
5533,-115.6225891,164.798584,903.1665649,181.8898023
5534,-114.2242584,176.1478119,903.9066772,181.8921845
5535,-125.08358,5.534172535,894.0881958,181.8735116
5536,-124.9858932,-5.745470047,894.1298218,181.8730982
5537,-124.8443069,-17.02961349,894.2196655,181.8728623
5538,-124.607933,-28.31765938,894.3581543,181.8728577
5539,-124.2758636,-39.60904312,894.5452271,181.8731482
5540,-123.8474426,-50.90307999,894.7805786,181.8738061
5541,-123.3216782,-62.1989975,895.0643311,181.8749138
5542,-122.6977539,-73.49598694,895.3962402,181.8765628
5543,-121.9748154,-84.79304504,895.7763062,181.8788529
5544,-121.1519852,-96.08914185,896.2044067,181.8818918
5545,-120.2284546,-107.3831635,896.680481,181.8857925
5546,-119.2033386,-118.6739197,897.2045288,181.8906702
5547,157.9997711,-172.9111938,116.2999649,184.5504124
5548,166.5992737,-164.9416656,116.3000336,184.5529237
5549,166.7013397,-164.8421631,77.53335571,184.4765977
5550,174.9873352,-156.3469543,38.76664352,184.4321106
5551,182.8395996,-147.4493103,6.090707757e-06,184.4144669
5552,182.8395996,158.5175629,6.090707757e-06,183.5920582
5553,182.8395081,158.5175629,38.76661682,183.5881684
5554,182.8395386,158.5175629,77.53329468,183.5759887
5555,175.0842896,167.3107452,116.3000565,183.5137363
5556,174.9848328,167.4128113,116.3000183,183.5132558
5557,163.8340912,172.7702332,162.8416901,183.4224046
5558,160.8647003,169.7295837,209.383316,183.3389891
5559,157.8954468,166.6889496,255.9250031,183.2086492
5560,154.9259949,163.6482849,302.4666443,183.0085302
5561,151.9567261,160.607605,349.0083313,182.7101723
5562,148.9873505,157.5669708,395.5499573,182.2907365
5563,146.0180817,154.5262909,442.0916443,181.7549631
5564,143.0487518,151.4856567,488.6333923,181.1496413
5565,140.0793762,148.4449768,535.1749878,180.5908646
5566,137.1101074,145.4043427,581.7166748,180.3217957
5567,134.1407166,142.3636627,628.2583008,180.4929513
5568,129.440506,140.9427795,674.7999878,180.9631359
5569,127.3571167,142.9443665,674.7999878,180.9809622
5570,126.0813751,144.0681,674.7999878,180.9913427
5571,124.3067932,145.6311951,674.7999878,181.0056467
5572,122.6373291,147.1016388,674.7999878,181.0189822
5573,120.821228,148.7014008,674.7999878,181.0334576
5574,118.0371323,150.5947723,678.7889404,181.0851536
5575,114.1780548,153.6430969,678.7595215,181.1115899
5576,108.8293457,157.3456268,682.8743286,181.1745277
5577,112.9532394,154.3054657,682.9056396,181.1494572
5578,107.5730896,158.0950928,687.1848145,181.2107594
5579,103.3562927,160.979187,687.2150879,181.2338503
5580,102.1622086,161.7481995,691.7044678,181.2680847
5581,98.02326202,164.3612671,691.8612671,181.2888922
5582,96.9748764,165.1017609,696.5413208,181.321025
5583,93.07849121,167.3642426,696.8716431,181.339357
5584,92.24151611,168.0503235,701.7470703,181.3694922
5585,88.13607025,170.5626831,707.317627,181.4135897
5586,91.6215744,168.7201843,706.7670898,181.3991248
5587,84.41176605,172.8843231,713.0442505,181.4539455
5588,87.75886536,171.1915741,712.5148315,181.4415779
5589,80.82407379,175.2133636,718.7920532,181.4912056
5590,84.26725006,173.5013428,718.3988037,181.4805187
5591,80.8840332,175.8538818,724.2872314,181.5165381
5592,73.69836426,180.17099,730.3255005,181.5583587
5593,77.51487732,178.3201752,730.1750488,181.550097
5594,81.10028076,176.5293427,729.9104614,181.5418472
5595,70.05068207,182.8554535,736.1838989,181.5890494
5596,74.08358765,180.9415894,736.0905151,181.5816109
5597,66.36118317,185.6541901,742.1878662,181.6181641
5598,70.56196594,183.7198486,742.0888062,181.6113984
5599,62.69284439,188.5367279,748.3805542,181.6457864
5600,66.97805786,186.6244965,748.2348022,181.6396637
5601,59.83286667,192.6784821,761.0739746,181.6918753
5602,64.15711975,190.7785187,760.8929443,181.6873505
5603,52.66934204,198.8745575,774.5877075,181.7381825
5604,48.16951752,200.4266052,774.8972778,181.7416683
5605,57.1079483,197.169632,774.3237305,181.7348834
5606,61.48221588,195.3148499,774.1134644,181.7318216
5607,45.33376694,205.151474,788.5350342,181.7784395
5608,49.88604355,203.6627808,788.2716675,181.7764073
5609,42.35985184,210.2093964,802.4428101,181.811807
5610,46.96508789,208.7911072,802.2686157,181.8110166
5611,43.10735321,212.1885071,809.4026489,181.8270546
5612,38.44984818,213.4870605,809.5230103,181.8273351
5613,33.74346542,214.6204376,809.6533203,181.8277476
5614,28.99255753,215.5876465,809.7921143,181.8282779
5615,24.20123863,216.3872375,809.9382324,181.8289113
5616,19.37370872,217.0180969,810.0903931,181.8296289
5617,4.712099075,217.8864746,810.5790405,181.8321354
5618,-9.463032722,219.6918488,817.2575684,181.8440486
5619,-4.498010635,220.0595398,817.1571045,181.8434701
5620,0.4538685679,220.251297,817.0640259,181.842952
5621,5.388954163,220.2680969,816.9771729,181.842499
5622,-23.77024841,220.2374115,823.4760132,181.8535614
5623,-18.79609299,221.0957184,823.4451294,181.8532768
5624,-13.82180119,221.7754364,823.4246216,181.8530429
5625,-8.851519585,222.2775574,823.4130859,181.8528675
5626,9.625443459,217.7689362,810.4104004,181.8312308
5627,14.51384449,217.4790802,810.2476807,181.830394
5628,-31.8771801,230.3589325,846.123291,181.880968
5629,-28.17106819,222.0691223,829.276062,181.8609987
5630,-23.21643257,223.0500946,829.3408203,181.8610504
5631,-27.69213104,225.0294342,835.0327759,181.8680481
5632,-27.30778503,228.0832825,840.7874756,181.8750504
5633,-27.0276432,231.2263489,846.5385742,181.8819702
5634,-36.52951813,232.72052,851.1952515,181.8862545
5635,-31.71627808,233.6321106,851.7440186,181.8874654
5636,-76.05513,225.9141541,855.6217041,181.8862823
5637,-78.23873138,224.7686615,855.2600708,181.8857237
5638,-80.37908936,223.5420074,854.9055176,181.8851613
5639,-82.47283936,222.2352295,854.5585327,181.8845974
5640,-84.51679993,220.8498383,854.2197266,181.8840341
5641,-86.50833893,219.3876801,853.8894653,181.8834733
5642,-88.4445343,217.8508911,853.5682373,181.8829172
5643,-90.32278442,216.241745,853.2564697,181.8823677
5644,-92.14014435,214.5622711,852.9547729,181.8818272
5645,-93.89398193,212.8150177,852.6636963,181.8812984
5646,-95.58197021,211.0025024,852.3835449,181.8807844
5647,-69.38051605,229.0936432,856.7263184,181.8880469
5648,-73.84674835,227.0096893,855.9873047,181.88686
5649,-64.85125732,231.0334778,857.4755249,181.8892985
5650,-95.5086441,213.7877045,856.605896,181.8836096
5651,-60.26340103,232.8268585,858.2344971,181.8906163
5652,-55.62164307,234.4720001,859.0025024,181.8920027
5653,-50.93068314,235.9671936,859.7785645,181.8934599
5654,-46.19503784,237.3111572,860.5621338,181.894991
5655,-41.41989899,238.5024109,861.3521118,181.8965984
5656,-41.30903625,235.0485077,856.0090332,181.890915
5657,-36.50457382,236.0921173,856.6807861,181.8923383
5658,163.6335449,-161.8974609,162.8416595,184.697437
5659,152.2747192,-166.6315613,209.383316,184.9235847
5660,140.8565216,-170.6574707,255.9249725,185.2892483
5661,129.4207764,-173.981369,302.4666443,185.9070093
5662,118.0087585,-176.6118622,349.0083008,186.5863263
5663,106.6606598,-178.559845,395.5499878,186.6816693
5664,95.41588593,-179.838501,442.0916748,174.3910738
5665,84.31210327,-180.4632568,488.6333313,156.4769781
5666,73.38648224,-180.4515533,535.1750488,143.5241921
5667,62.67409897,-179.8228912,581.7166748,138.3630779
5668,52.20892334,-178.5987091,628.2583618,159.7798044
5669,41.48863983,-176.9015503,674.7999878,179.3695666
5670,42.02109146,-176.7919464,674.8000488,179.3433691
5671,42.48776627,-176.6958313,674.8000488,179.3213667
5672,45.94611359,-175.8141022,674.7999878,179.1619337
5673,30.78656769,-178.6308289,679.7943726,180.065381
5674,35.32122803,-177.8350372,679.6994629,180.0287008
5675,20.10768127,-179.8495178,685.2669067,180.3924643
5676,24.70260239,-179.3194733,685.0696411,180.3508259
5677,9.476327896,-180.5910339,691.190979,180.636029
5678,14.12534142,-180.329834,690.8931274,180.5994468
5679,-5.809283257,-180.7210693,697.9245605,180.8657329
5680,-1.096314073,-180.8576355,697.5214233,180.8317356
5681,3.604331732,-180.8713989,697.1273804,180.7993616
5682,-11.60628223,-180.6396942,704.2087402,180.9938492
5683,-26.87214851,-179.1829529,711.7941284,181.156128
5684,-22.05415726,-179.9153595,711.2034912,181.1299896
5685,-17.24857712,-180.5122223,710.6280518,181.1045443
5686,-32.44072723,-178.6512299,718.4602051,181.2452031
5687,-46.41977692,-175.3358459,720.2796631,181.3104941
5688,-42.48662949,-176.9200592,725.8513794,181.3416339
5689,-46.97159576,-175.7462769,726.3996582,181.3590244
5690,-37.83904648,-178.0598297,725.182312,181.3229699
5691,-51.509552,-174.4526215,726.9161987,181.3766784
5692,-55.7570076,-172.8413849,724.3653564,181.3731049
5693,-92.64338684,-162.7132721,767.0537109,181.6584812
5694,-94.85431671,-161.449234,766.8457031,181.6605669
5695,-97.10795593,-160.1152039,766.559021,181.6625888
5696,-90.47512054,-163.9108582,767.1826782,181.6563059
5697,-86.25358582,-166.1221161,767.217041,181.6516229
5698,-88.34609985,-165.04599,767.236084,181.6540248
5699,-84.19591522,-167.142395,767.1279297,181.649085
5700,-82.17202759,-168.1096344,766.9708862,181.6463968
5701,-56.01292038,-173.0502625,727.4455566,181.3940865
5702,-60.78611755,-172.0976105,734.1029663,181.4493494
5703,-65.25248718,-171.2301178,740.7231445,181.4979119
5704,-69.40842438,-170.4706421,747.3070679,181.5408392
5705,-73.24949646,-169.8430634,753.8654785,181.5790378
5706,-76.75989532,-169.3766174,760.4213867,181.6132985
5707,-78.24977112,-169.94487,766.4384155,181.6404744
5708,-80.18932343,-169.0406036,766.7417603,181.643535
5709,-114.6055832,-151.8815765,790.4530029,181.7459114
5710,-115.1808243,-152.141037,795.3287354,181.7575063
5711,-107.9672012,-156.4173737,781.0946045,181.7172831
5712,-106.1272202,-158.0159607,781.3154297,181.716287
5713,-104.7169952,-157.6944122,776.2878418,181.7009503
5714,-109.1467056,-156.754364,786.0619507,181.7312911
5715,-110.8095245,-155.0763092,785.8670044,181.7320095
5716,-111.7464828,-155.4098053,790.7794189,181.7448681
5717,-113.2201157,-153.655899,790.6096802,181.7453487
5718,-102.7134857,-159.2102051,776.5361328,181.6996498
5719,-101.0867004,-158.9221954,771.4430542,181.6828193
5720,-115.6096725,-152.4102936,800.1473999,181.7685254
5721,-115.8971252,-152.6723328,804.9118042,181.7790196
5722,-118.5498123,-125.3738708,882.274353,181.8818937
5723,-118.3314896,-126.5748291,886.0706177,181.8856656
5724,-112.3171921,-164.5700226,832.7059937,181.83825
5725,-113.7353363,-159.8065338,823.6689453,181.8188658
5726,-115.2589493,-155.16185,814.3713379,181.7990329
5727,-111.7442017,-167.0477142,841.3835449,181.8551147
5728,-115.1201248,-154.90271,809.7255249,181.7893663
5729,-119.1097336,-129.259079,863.8110352,181.8655918
5730,-118.5354614,-136.316391,856.4035034,181.8597666
5731,-116.5284653,-146.3325195,856.800293,181.8647191
5732,-115.5832901,-152.4121704,849.0680542,181.8574969
5733,-113.1645355,-162.0732422,849.4689941,181.8641765
5734,-117.7215881,-133.5550079,875.2180176,181.8790854
5735,-118.1104126,-132.1504669,871.4338989,181.874674
5736,-117.4056473,-134.9285889,879.0009766,181.8834079
5737,-117.1607666,-136.2685852,882.7966309,181.8876455
5738,-118.1814041,-127.7412186,889.9091187,181.8893788
5739,-118.0970459,-128.8704834,893.8056641,181.8930355
5740,-118.0759659,-129.9600525,897.7764893,181.8966364
5741,-95.59186554,219.2597656,864.911377,181.8892436
5742,-95.5109787,216.5417328,860.7799072,181.8864415
5743,-95.75278473,221.937149,869.0073242,181.8920073
5744,-96.31352997,227.1512451,877.1224976,181.8973784
5745,-95.99373627,224.5691681,873.0751953,181.8947217
5746,-98.8314209,232.2339783,888.9279175,181.9038623
5747,-95.42100525,231.8379059,881.4602661,181.9009464
5748,-95.18199158,230.553421,879.4418335,181.8996344
5749,-94.96191406,229.2550507,877.4215088,181.8983099
5750,-95.95375061,234.3626251,885.4958496,181.9035175
5751,-96.24602509,235.6015778,887.5157471,181.9047687
5752,-95.67845154,233.1078949,883.4778442,181.9022419
5753,-108.8771744,206.9339447,898.0768433,181.8982152
5754,-107.897316,212.4803925,898.5137329,181.9000357
5755,-106.7535019,217.9537659,898.9851685,181.9019647
5756,-105.4443054,223.3389282,899.4916382,181.9039967
5757,-103.9765701,228.6248474,900.0315552,181.9061249
5758,-102.3570175,233.8002625,900.6032104,181.9083405
5759,-110.8795471,197.3387909,901.3504639,181.8965011
5760,-99.95689392,236.7239227,897.0707397,181.9084525
5761,-99.36696625,234.5153961,892.9833984,181.9061955
5762,-100.5936584,238.8553314,901.2041626,181.9106335
5763,-112.7240829,187.486618,904.696228,181.8949228
5764,-125.0833893,5.534172535,894.0914307,181.8735123
5765,-124.8391647,16.90325165,898.0613403,181.8748505
5766,-124.7692795,16.98953056,902.1134644,181.8756379
5767,-124.6349945,28.44843292,902.2097168,181.8761533
5768,-124.4105377,39.91031647,902.3577271,181.8767821
5769,-124.0952454,51.3745842,902.557312,181.8775057
5770,-123.6883392,62.84055328,902.8085327,181.8783128
5771,-123.1891479,74.30747223,903.111145,181.8791999
5772,-122.5969086,85.77448273,903.46521,181.8801706
5773,-121.910965,97.24074554,903.8706055,181.8812355
5774,-121.1306152,108.7052536,904.3271484,181.882412
5775,-120.2550507,120.1669846,904.8349609,181.8837234
5776,-119.2835999,131.6248169,905.3939819,181.8851986
5777,-118.2156372,143.0775757,906.0040894,181.8868713
5778,-117.0504608,154.5240021,906.6653442,181.8887795
5779,-115.7876358,165.9627533,907.3775635,181.8909638
5780,-114.4264984,177.3925781,908.1408691,181.8934666
5781,-124.8390808,-5.834996223,898.0646973,181.8740798
5782,-124.701416,-17.20815849,898.1578979,181.8739764
5783,-124.4712524,-28.58483696,898.3015137,181.8741249
5784,-124.1480789,-39.96437836,898.4951172,181.874591
5785,-123.7309875,-51.34618378,898.7387695,181.8754469
5786,-123.2192001,-62.72947693,899.0324097,181.8767751
5787,-122.6119995,-74.11338043,899.3757935,181.8786661
5788,-121.908493,-85.49700928,899.7689819,181.8812184
5789,-121.1080017,-96.87934875,900.211792,181.8845369
5790,-120.2095413,-108.2593231,900.7043457,181.8887311
5791,-119.2125626,-119.6357727,901.24646,181.8939108
5792,-118.1161804,-131.0074615,901.8381348,181.9001811
5793,166.6988678,-164.8396912,116.3000488,184.5529331
5794,174.8903046,-156.4514313,116.2999725,184.5518797
5795,174.9873352,-156.3469543,77.5333252,184.4758081
5796,182.8395081,-147.4493103,38.76661682,184.4286302
5797,190.2385254,-138.1713104,-5.486353075e-06,184.4084274
5798,190.2385254,149.2395935,-5.486353075e-06,183.6290322
5799,190.2385559,149.2395935,38.76667404,183.6256814
5800,190.2385559,149.2395935,77.53335571,183.6151253
5801,182.9311829,158.4083405,116.3000107,183.554405
5802,182.8369141,158.515274,116.2999649,183.5539093
5803,171.9671173,164.4218903,162.8416901,183.4654549
5804,168.8499451,161.5330353,209.3833466,183.3865227
5805,165.7326813,158.6441345,255.9250336,183.2603693
5806,162.615509,155.755249,302.4666748,183.061451
5807,159.4982758,152.866394,349.0083618,182.756214
5808,156.3810883,149.9775391,395.5499878,182.3154165
5809,153.263855,147.0886841,442.0917053,181.7405467
5810,150.1466827,144.1997833,488.6333313,181.0774721
5811,147.0294495,141.3108978,535.1750488,180.4476687
5812,143.9122772,138.4220734,581.7166748,180.146109
5813,140.7950439,135.5332184,628.2583618,180.3600827
5814,132.7499695,137.7631073,674.8000488,180.934917
5815,131.1497955,139.3004913,674.7999878,180.9486099
5816,135.9186096,134.4433136,674.8000488,180.9063188
5817,128.9326172,141.0333557,678.8622437,181.005622
5818,125.4139786,144.2868958,678.8343506,181.0320363
5819,121.7833405,147.4741058,678.8119507,181.05856
5820,117.0617905,151.0953979,682.9650879,181.1239634
5821,121.020546,147.8260193,683.0122681,181.0986442
5822,111.8976746,154.9451904,687.2341309,181.1869574
5823,116.2302399,151.5913239,687.3241577,181.1628358
5824,111.0135574,155.5657043,691.7404175,181.2241664
5825,106.5108109,158.812439,691.6716309,181.2464263
5826,105.6431503,159.5018158,696.3300781,181.2816158
5827,101.1790848,162.4833374,696.3618164,181.3016791
5828,96.14490509,165.8141022,701.3786621,181.3525614
5829,100.4053574,163.1893768,701.1826172,181.3347393
5830,95.53053284,166.5032501,706.3693237,181.3836153
5831,91.21256256,169.3789062,711.9296265,181.4283608
5832,95.1255188,167.1744232,711.5109253,181.4142361
5833,93.11207581,168.3293304,711.6958008,181.4214121
5834,87.57807922,171.8256836,717.8444824,181.4692927
5835,91.00540924,170.0315247,717.2344971,181.4572904
5836,84.29959106,174.139801,723.8806152,181.5069542
5837,87.58151245,172.4697113,723.3099365,181.4968427
5838,84.49414062,174.8037415,729.4963989,181.5333386
5839,77.88600922,179.0600433,735.9373779,181.5744015
5840,81.45578766,177.2434998,735.670166,181.5671968
5841,84.83382416,175.4973297,735.2540283,181.5597387
5842,74.58337402,181.7668915,741.9945679,181.6049944
5843,78.3739624,179.8492126,741.8410645,181.5988095
5844,71.16773224,184.6457367,748.1370239,181.6339084
5845,75.17843628,182.6499481,748.0439453,181.6285113
5846,68.42079163,188.7676392,760.7601929,181.6831318
5847,72.58864594,186.693161,760.6727295,181.6793076
5848,65.78838348,193.3121338,773.96521,181.729071
5849,70.03056335,191.1981964,773.8598022,181.7266475
5850,54.37862396,202.016449,788.0400391,181.774569
5851,58.80677032,200.2141724,787.8461304,181.7729772
5852,63.16726685,198.2592621,787.6969604,181.7714504
5853,67.45639038,196.1540222,787.5997314,181.7703046
