point_index,u,v,x,y,z,source_geodesic_distance
0,-0.7256413695,-0.2946626814,467.6939279,371.5024285,842.896439,405.3547191
1,-0.7244776107,-0.2971523559,473.5583908,370.025161,842.8352814,405.2745634
2,-0.7193607135,-0.3081585063,479.9130058,368.1316185,847.744278,405.1579001
3,-0.7230875792,-0.3001252445,480.8444961,368.1940202,842.6872452,405.1754082
4,-0.717250288,-0.3126857484,486.513894,366.4080543,848.7083698,405.0614904
5,-0.7187616417,-0.3094247332,487.9687506,366.1782656,846.3705654,405.0555208
6,-0.711821084,-0.3243621049,493.7629102,364.2789728,853.7819981,404.9315602
7,-0.721057535,-0.3044692853,490.7183161,365.7014238,842.6754474,405.0399062
8,-0.7136350556,-0.3204451295,496.4934613,363.7700384,850.713775,404.9124508
9,-0.7163895536,-0.3145092726,496.7023603,363.9297339,847.1039539,404.9312098
10,-0.6826539217,-0.3481738936,555.7123978,324.9104078,853.3113579,396.6366895
11,-0.6772759176,-0.3402194794,554.4557893,322.2722987,849.9258355,392.2310077
12,-0.6777396547,-0.3605732954,561.64118,320.5615367,859.1258149,397.3257256
13,-0.6390276455,-0.3350800788,563.6402845,297.0756602,851.6135483,373.4625879
14,-0.6351811668,-0.3508430931,568.5164283,293.5256368,858.366816,375.734471
15,-0.6304770002,-0.3280961105,563.9815061,291.2705434,849.9930032,367.7828544
16,-0.6289069354,-0.3464388672,568.9467778,289.2302311,857.4628378,371.7507798
17,-0.6260605465,-0.3379680685,567.5250316,287.6029327,854.4908943,368.2908524
18,-0.6254672378,-0.3622791784,573.7429982,285.9690336,864.1922929,374.2277694
19,-0.6217846083,-0.3331252893,567.3583464,284.7669977,853.1460757,365.1058104
20,-0.6217191581,-0.3607797493,574.2827556,283.3468772,864.1001324,372.1369213
21,-0.5880692861,-0.2517962441,554.3335526,269.1490445,819.8830766,331.0613238
22,-0.6014049758,-0.2602549429,553.9634038,276.7921151,823.1543409,339.1082129
23,-0.5861490844,-0.2648624181,556.8256538,267.1731706,825.0390395,332.8716996
24,-0.6016431581,-0.269995953,555.5941308,276.3409407,826.9905569,341.2452601
25,-0.7566166203,-0.2000736703,497.2845893,362.8404469,787.9281311,404.9887099
26,-0.7232343623,-0.2992998896,492.3135929,365.5531384,839.4433565,405.0363489
27,-0.7252951745,-0.2951610458,479.0602451,368.813068,840.3150417,405.2136625
28,-0.7263872395,-0.2920969995,485.8883388,367.3723787,837.0890049,405.1377559
29,-0.7275630946,-0.2897955411,477.3706431,369.4510021,837.840807,405.2506467
30,-0.7281612188,-0.287530791,490.4407337,366.5278196,833.5896686,405.094648
31,-0.763998898,-0.1811528238,464.7381389,381.3420611,783.2059322,406.2865081
32,-0.7605398584,-0.1924955613,469.6742568,378.5436719,789.0832724,406.0582907
33,-0.7613266516,-0.1897289338,471.4566377,377.7781435,787.2537209,406.070399
34,-0.7560914229,-0.2070904047,475.9020745,375.0028576,796.6621029,405.7664424
35,-0.7615324418,-0.1888293927,474.6614947,376.2562124,786.3107344,406.0360448
36,-0.6595105252,-0.05524712875,513.0501504,325.5539522,704.7259774,342.4807951
37,-0.6530993625,-0.05322200888,514.4403498,322.601242,704.9092632,339.0987513
38,-0.1745634975,-0.215519691,437.9820325,81.40382585,799.3403535,144.1515637
39,-0.1823080261,-0.2252086034,441.6663403,82.76128079,804.2937045,150.1998083
40,-0.1837669981,-0.2070356479,443.1412514,83.70518971,795.8402205,143.951305
41,-0.1881054942,-0.2124859279,445.204326,84.46486239,798.6256733,147.3478663
42,-0.1872774146,-0.1878238868,445.7328665,85.13274017,787.006597,137.9730185
43,-0.1940535543,-0.2139933518,448.2656926,85.71163491,799.6447585,149.8009376
44,-0.1921238184,-0.1858330189,448.3529193,86.25937056,786.3259762,138.782523
45,-0.1961174006,-0.1968412012,450.0180502,86.75247859,791.7020945,144.1223771
46,-0.198141938,-0.1617395519,452.0446921,88.62936505,775.8135588,132.4418832
47,-0.1978777578,-0.1976894171,450.8737982,87.1269621,792.2334166,145.0515758
48,-0.2029993141,-0.1812516672,453.7160375,89.08265072,785.3626147,141.3802852
49,-0.2030054453,-0.2001747128,453.166686,88.32866144,794.0240829,148.0784961
50,-0.1611483286,-0.01801618441,457.86884,96.79876683,691.153847,84.08769619
51,-0.1551736521,-0.01324889533,456.8619067,95.64009889,687.1736643,80.67102696
52,-0.1504397286,-0.02361439255,451.2143791,92.19223199,696.7789333,78.98906028
53,-0.3200116779,-0.3307211001,505.635661,120.4564971,859.7195013,238.217601
54,-0.322791197,-0.3123484441,506.7456108,122.4570491,851.1866598,232.5674238
55,-0.3280027385,-0.3341310742,509.8631348,123.9666603,860.4212481,242.3128521
56,-0.3835707052,-0.1970172235,526.1209812,163.2318987,793.2638407,223.3368532
57,-0.3888803423,-0.1978349371,527.7675628,166.0713496,793.2248122,225.9692424
58,-0.38937794,-0.1807839832,527.2335718,169.0765843,784.5604743,222.5396341
59,-0.395553239,-0.1991106459,529.8468756,169.6001661,793.3011892,229.3307438
60,-0.3942631548,-0.1779804257,528.6056347,172.2577449,782.7264967,224.1983567
61,-0.3980339751,-0.1865569247,530.0963349,172.9955525,786.7418955,227.784069
62,-0.3953867676,-0.1604270197,528.2417121,175.6935288,773.7547387,220.9505703
63,-0.4059519814,-0.2088336907,533.3980291,173.8622879,797.3314857,236.229423
64,-0.4774336018,-0.3261332047,560.8441359,198.971464,851.0571552,299.331113
65,-0.4808836234,-0.3277557497,561.750229,201.0772834,851.4666786,301.2556876
66,-0.479153112,-0.3043301475,558.6625245,203.295074,840.0277829,293.9870695
67,-0.4852491888,-0.3301363435,562.9349099,203.6945153,852.1475646,303.7822784
68,-0.4819009561,-0.3009279692,558.8375129,205.6520358,838.0217412,294.2113
69,-0.3055994691,-0.02114657697,509.1015861,155.8054259,686.6855007,158.5382275
70,-0.3039028944,-0.02739347194,507.855372,153.905097,692.3311892,157.9691403
71,-0.2892119828,-0.01899285056,504.9134344,148.610126,685.5743837,149.9849893
72,-0.2927065283,-0.02666298777,504.9008454,148.856747,692.2318244,152.1615804
73,-0.2849856372,-0.02320505723,503.2344857,145.9030299,689.5329092,148.0122716
74,-0.2921610289,-0.03333583197,503.914313,147.4127727,698.2001222,152.2067153
75,-0.04967399996,-0.7698762188,385.4236748,200.9534453,1085.313051,399.5691958
76,-0.04038054158,-0.7709245573,379.5505481,203.3630386,1088.414931,399.9428392
77,-0.03224511882,-0.7718072215,375.5075374,202.9008724,1087.631038,400.3083233
78,-0.02885287778,-0.7722263728,372.2200484,206.458298,1092.407289,400.4047201
79,-0.01883286661,-0.7732452406,369.3799983,200.8795806,1084.624989,400.9296746
80,-0.01718663359,-0.7734788273,366.8388956,204.8202453,1089.956007,400.9433904
81,-0.01131915233,-0.7740963241,364.5216932,203.0850712,1087.483036,401.2279205
82,-0.01108757425,-0.7741862743,362.3749653,207.82879,1093.933784,401.1672912
83,-0.002673689632,-0.7750296995,360.3702003,202.2544536,1086.188044,401.6213875
84,-0.003320540144,-0.7750301789,358.4771297,207.4762923,1093.306144,401.5149003
85,0.002029201325,-0.7755830057,356.6835298,205.1470069,1090.034581,401.7854818
86,0.0005210119603,-0.7754979285,354.9710624,210.997158,1098.024085,401.6316473
87,0.01110691674,-0.7765307725,353.3359905,201.9064969,1085.45202,402.2339873
88,0.009082868922,-0.7763935317,351.7606311,208.0651762,1093.871191,402.0528082
89,0.01435346944,-0.7769301489,350.2452706,205.1810062,1089.846059,402.3281874
90,0.01167903166,-0.7767291925,348.7784679,211.8792457,1099.011844,402.1102842
91,0.02100639815,-0.7776384504,347.3626477,203.8111466,1087.855237,402.6418823
92,0.01787572895,-0.7773923956,345.9846414,210.8582622,1097.504457,402.3986603
93,-0.05759140454,-0.7514386964,386.4238985,163.5585641,1035.546218,390.3618788
94,-0.05014058157,-0.7581406198,382.7381338,167.1544747,1040.094458,393.7025442
95,-0.04134649965,-0.7403927406,380.2034348,159.7855643,1030.599317,384.5497637
96,-0.03814266884,-0.7500383696,378.1399636,164.3931725,1036.473235,389.4384537
97,-0.0328312504,-0.7428707677,376.357749,161.5500608,1032.795844,385.7231556
98,-0.03141360986,-0.7567850134,374.7621377,167.9548297,1040.982874,392.8096895
99,-0.02475840395,-0.7367608827,373.3104281,159.3941752,1029.977972,382.5180766
100,-0.02430465227,-0.7530516586,371.9621216,166.8018117,1039.455547,390.8279208
101,-0.01985882066,-0.7437455172,370.7043241,162.9254212,1034.461969,386.0304138
102,-0.02024473209,-0.7629057639,369.514897,171.5684145,1045.526745,395.813829
103,-0.01220493198,-0.7297812301,368.3933599,157.1829181,1027.056707,378.8209913
104,-0.01308702782,-0.7503633833,367.3171908,166.4320187,1038.900828,389.3354636
105,-0.00883431392,-0.7389606758,366.2909849,161.5921195,1032.675478,383.4699543
106,-0.01029918548,-0.7618804822,365.3005997,171.8552661,1045.821684,395.1838045
107,-0.003163101665,-0.7318006924,364.3531487,158.779621,1029.034656,379.7546837
108,-0.005033708761,-0.7562307426,363.4307845,169.6956862,1043.019463,392.2437071
109,-0.0008602551574,-0.7433610693,362.5425438,164.1858385,1035.937237,385.630318
110,-0.003188676425,-0.7697952632,361.6757,175.9744347,1051.042101,399.1471572
111,0.006839686757,-0.7204727568,360.8431877,154.4077043,1023.366526,373.8656328
112,0.004254455902,-0.7478127249,360.022945,166.5868739,1038.97314,387.8475295
113,0.008491915257,-0.7332216683,359.2289198,160.3027424,1030.89946,380.3548698
114,0.005518908294,-0.7623636478,358.4483117,173.2682437,1047.515298,395.2606635
115,0.01345001928,-0.7247060161,357.6943822,156.8228131,1026.409585,375.9553264
116,0.01019996448,-0.7550496169,356.9481645,170.3112633,1043.696744,391.4773934
117,0.01446878834,-0.7392849809,356.223662,163.4983255,1034.946029,383.3854093
118,0.01088041421,-0.7712641018,355.5075422,177.7014858,1053.150386,399.7458664
119,0.02119713756,-0.7181861025,354.8164738,154.4567512,1023.325078,372.5444667
120,0.01740428773,-0.7510325455,354.1271184,169.0370324,1042.013588,389.349794
121,0.02176440382,-0.7339474964,353.4566977,161.6333543,1032.506135,380.5828994
122,0.01766734826,-0.7683099961,352.7911893,176.8768508,1052.045687,398.1652773
123,0.02635815076,-0.7244722262,352.1471114,157.6915822,1027.427802,375.6974828
124,0.02204297426,-0.7598589297,351.5031481,173.3821756,1047.541167,393.8049488
125,0.02646840481,-0.7417600583,350.8763122,165.5245622,1037.452258,384.5199045
126,0.02187607243,-0.7785596025,350.2518401,181.8336966,1058.359292,403.35145
127,0.03538137971,-0.7047811689,349.6511409,149.4604698,1016.827484,365.5504569
128,0.03065472884,-0.7421460727,349.0445598,166.0153507,1038.050018,384.672
129,0.03521751408,-0.7226993685,348.4538915,157.5580643,1027.192604,374.697556
130,0.03023322039,-0.7614031848,347.863622,174.6994987,1049.167726,394.5052367
131,0.03967234666,-0.7119726387,347.2927343,153.0393801,1021.376903,369.1748927
132,0.03450328235,-0.7515888355,346.7175473,170.579817,1043.86404,389.4502297
133,0.03914221319,-0.7312463519,346.1574427,161.7228406,1032.494519,379.0177682
134,0.03373300842,-0.7721287967,345.5961649,179.8182638,1055.693714,399.9419674
135,-0.4364468252,-0.6405490248,625.0672783,205.6529224,1109.988168,401.0711738
136,-0.4560802844,-0.627190429,620.9374972,203.7701035,1072.722116,401.2775461
137,-0.4549030536,-0.6279886994,622.0084841,204.6084963,1076.788289,401.2570262
138,-0.4616897184,-0.6231439863,624.4818579,210.1111825,1075.963923,401.3110715
139,-0.3516601648,-0.6884580457,549.0868638,173.3678598,1071.515756,400.1498226
140,-0.34328829,-0.6924322663,544.4689458,176.0664299,1075.164507,400.0500422
141,-0.3368386926,-0.6954381244,540.6664181,176.004415,1073.983426,399.9583048
142,-0.3328673962,-0.6973814886,538.7309242,179.5140491,1079.871444,399.9264556
143,-0.3266362467,-0.7001619391,534.5149979,174.7149026,1069.893599,399.8049141
144,-0.4048818204,-0.6602867134,592.2859201,180.2322977,1085.649072,400.7795096
145,-0.4511293669,-0.630657886,619.963197,200.9894258,1076.120405,401.2282454
146,-0.4306729604,-0.6442911536,603.9456234,184.4473577,1072.740658,401.0195022
147,-0.4944136768,-0.5983320138,622.2758145,219.3619683,1038.094939,401.686602
148,-0.5007691672,-0.5929907906,621.3162806,220.6994512,1030.109817,401.7446499
149,-0.5028585255,-0.5912645227,622.495276,223.1879423,1030.011309,401.7476716
150,-0.5087962868,-0.5862434854,620.0425429,222.3039606,1019.919911,401.8186303
151,-0.505313578,-0.5892554427,624.8549445,227.4477215,1031.542799,401.7407507
152,-0.511261823,-0.5842149814,621.8657071,225.8325982,1020.533858,401.8175542
153,-0.5109433443,-0.584519295,623.7614946,228.2986764,1024.057838,401.7947871
154,-0.5174929771,-0.5789600829,620.0092323,225.8885235,1011.156795,401.8843082
155,-0.5128278663,-0.5829693543,625.182119,231.0329234,1024.572918,401.7936734
156,-0.5197229267,-0.5771117992,620.9723889,228.1397982,1010.552624,401.8907055
157,0.02835121256,-0.5547221006,348.4893961,106.3577522,950.3548537,287.6734491
158,0.01081507847,-0.5603269399,356.5577842,108.2487356,953.4341052,290.7290248
159,0.03538816956,-0.5661955333,345.6326427,109.21842,955.4912459,293.5684418
160,0.01591369271,-0.5688024388,354.4924384,110.3642738,957.2310994,295.0845293
161,0.02448869299,-0.5724502932,350.7244292,111.1246612,958.6918936,296.9056457
162,-0.001148084487,-0.5738845304,362.3322713,112.1062142,960.0547204,297.864855
163,0.02908072702,-0.578133912,348.8101604,112.5157283,961.2062533,299.8165874
164,-1.030727278e-05,-0.5789374633,361.9591504,113.4122121,962.3701135,300.4774698
165,0.01300140899,-0.5818946072,356.1699968,113.8860167,963.3895819,301.902955
166,-0.02050884357,-0.5821720144,371.2984545,114.7477118,964.4292483,302.3278512
167,0.03177278745,-0.5870454544,347.8428236,114.8029065,965.2711367,304.4185466
168,-0.003865911723,-0.5870039788,363.9228429,115.6305768,966.2205846,304.695807
169,0.01299298879,-0.5897598917,356.3921464,115.9607766,967.0420401,305.9846124
170,-0.02632351179,-0.5893633125,374.1218337,116.781326,967.9265639,306.1084299
171,0.02127875064,-0.5936692023,352.761908,116.7969323,968.6321029,307.943833
172,-0.02039139012,-0.5930219832,371.546665,117.6067557,969.4642176,307.9573163
173,-0.0008834397145,-0.5956776559,362.8178609,117.8481815,970.1671221,309.1718946
174,-0.04573873063,-0.5947563579,383.0322373,118.6606628,970.9585453,309.0698515
175,0.03359806167,-0.6006022323,347.3955624,118.3357167,971.5165866,311.4383572
176,-0.01265850954,-0.5995208332,368.2377908,119.1389427,972.2717559,311.2649797
177,0.009837562354,-0.6021728824,358.1605627,119.3090997,972.8917567,312.4526261
178,-0.07438384465,-0.6441000871,396.4221697,132.7274186,993.0720478,336.0201549
179,-0.06363170077,-0.6500139214,392.2018541,134.2081694,995.285997,338.1805602
180,-0.08897482457,-0.6524947299,402.8066324,135.4714819,997.021011,341.5830753
181,-0.0806983291,-0.6559140915,399.5126789,136.2833449,998.2454836,342.6599963
182,-0.1154881432,-0.6568329319,413.9708508,137.2976724,999.5741827,346.0443402
183,-0.06458552507,-0.6616377936,393.0626023,137.5937458,1000.234138,344.2738008
184,-0.1033037887,-0.661884691,409.1223293,138.4980495,1001.384387,347.6390042
185,-0.08620169488,-0.6646851538,402.1451319,138.9409059,1002.108413,347.6577817
186,-0.1316358712,-0.6643199895,420.9642955,139.8124793,1003.180854,351.2679005
187,-0.07824212054,-0.6686505608,399.0044123,139.9176636,1003.57268,349.0436931
188,-0.1277496927,-0.6678927341,419.4963963,140.7631816,1004.588852,352.7912741
189,-0.1056482658,-0.6705370729,410.4405801,141.0533054,1005.111744,352.3112573
190,-0.1605578785,-0.6693731275,433.1556076,141.8974514,1006.101834,356.3004352
191,-0.3353282427,-0.5830019478,515.1918286,134.9364845,978.9771316,348.0138689
192,-0.319943988,-0.5787240549,507.5478131,132.5848377,976.3820577,342.28024
193,-0.3243656451,-0.574237631,509.6263135,132.4676476,974.5100465,341.3570727
194,0.01544713941,-0.5004349773,350.7657063,94.02865471,925.0605827,259.6018779
195,0.02562971847,-0.5090766791,347.030693,95.68752764,928.7618774,263.9381355
196,0.005223048253,-0.5085186812,355.475052,96.23234258,929.4150596,264.0187745
197,0.0128131665,-0.5138038872,352.6247943,97.20192052,931.6171938,266.6459197
198,-0.01574440834,-0.5100376761,364.2711972,97.27515934,931.0937238,265.1965431
199,0.02738547155,-0.5229673364,347.096283,98.83633615,935.3714215,271.1750483
200,-0.004566595417,-0.5178399598,360.0747604,98.70739293,934.3458478,269.0753601
201,0.01018366101,-0.5236151147,354.278443,99.55372011,936.4604485,271.8281465
202,-0.02745402296,-0.5168082363,369.5224397,99.2247355,934.8829829,268.9533989
203,0.0176313172,-0.529514722,351.5225179,100.6698401,938.9648753,274.779409
204,-0.02345954879,-0.5216633225,368.1410866,100.2137107,937.0404332,271.4211214
205,-0.004610810452,-0.5279506264,360.6716956,101.0429788,939.216502,274.3670742
206,-0.050256116,-0.518852299,379.1106816,100.4493304,936.8973669,270.4394368
207,0.03006967714,-0.5395864146,346.9323534,102.5843733,943.2528572,279.8227881
208,-0.01752390792,-0.5298967671,366.146756,101.9185276,940.736994,275.6212901
209,0.00558969747,-0.5369357077,356.9488847,102.7805317,943.0823366,278.8826948
210,-0.04597409118,-0.5261998307,377.7525159,102.004214,940.2420309,274.2062039
211,-0.184995251,-0.4333068837,438.6694538,95.37154921,904.0595529,244.002105
212,-0.178267201,-0.4445207477,435.0079775,96.3078467,909.1852984,248.1042915
213,-0.1713708541,-0.4432034368,432.0583647,95.35106447,908.1570304,246.1269387
214,-0.169963332,-0.4588911093,430.4556845,97.54272724,915.7714772,253.4230367
215,-0.1602133416,-0.4383932444,427.4542259,93.40235695,905.1797895,241.6351121
216,-0.1604714994,-0.4558904982,426.4704378,96.04821225,913.7739104,250.1284671
217,-0.4016862153,-0.660655675,551.5124121,153.5348633,1023.49434,400.0820492
218,-0.4049246259,-0.5585792662,553.2929333,147.070536,967.9850105,356.9850612
219,-0.3832962448,-0.5296640176,539.2327277,138.9102079,955.2305741,338.3105884
220,-0.3714922935,-0.43496177,530.7783952,135.9572931,909.71374,296.081357
221,-0.3754120268,-0.4334174632,532.9334467,137.7460773,908.5845607,296.7843629
222,-0.3757621501,-0.4108297159,532.1713733,138.6480792,897.9629664,288.1314439
223,-0.5081245871,-0.4018591495,576.1322174,209.9164136,884.3778509,335.2184954
224,-0.5215976383,-0.4115401042,579.8073998,215.2431858,889.8057239,343.7938423
225,-0.6166107921,-0.4747785736,634.3219072,348.9136905,990.548625,402.6799155
226,-0.5969619664,-0.4980464697,646.8244776,305.8893818,975.476592,402.2807744
227,-0.6037549845,-0.4902899052,648.7002726,326.5738491,980.07007,402.4414847
228,-0.6237781596,-0.465085243,626.9723792,329.0776835,945.7671143,402.6112553
229,-0.6298242854,-0.4579110481,611.3252263,354.4070054,980.4181823,402.9303566
230,-0.6310839129,-0.4559750207,616.0808829,350.1320302,963.1122103,402.8645322
231,-0.6320715709,-0.4546738629,614.0664853,350.2788627,960.7761502,402.8856041
232,-0.746518952,-0.2445559588,354.0976664,391.9806573,823.1372884,406.5096972
233,-0.7465323945,-0.2444400555,359.6668398,391.744041,823.1112883,406.4978661
234,-0.7435823162,-0.2524559155,363.9092784,389.7235247,828.1865658,406.4021846
235,-0.7465920304,-0.2441781489,366.6120276,391.4756135,823.0050759,406.484367
236,-0.7429819484,-0.2540157278,369.8057111,389.0909407,829.2168428,406.3716647
237,-0.7443692855,-0.2501862534,372.0239784,389.8557971,826.8279189,406.4074124
238,-0.7399302622,-0.262298575,374.8348517,386.9726554,834.4665959,406.2712816
239,-0.7473931876,-0.241853819,375.8409937,391.5676922,821.6214367,406.4875644
240,-0.7426344736,-0.2548448926,378.4006426,388.4968669,829.8104712,406.3426254
241,-0.7448353675,-0.2487985603,379.8915881,389.7994601,826.0216869,406.4037881
242,-0.7394245967,-0.2635762823,382.339894,386.3281843,835.333051,406.2400033
243,-0.5424624564,-0.5560858484,658.350473,303.16229,1058.827338,401.9742075
244,-0.6499721864,-0.4310145349,552.3929827,365.6184637,1011.1205,403.5952327
245,-0.6523208292,-0.4275883647,548.7449534,366.0206839,1010.354033,403.6382531
246,-0.6556985725,-0.4224709109,546.2246346,365.4832569,1001.349044,403.6772105
247,-0.6545497544,-0.4244126637,544.1951603,366.8476314,1012.779738,403.6882227
248,-0.6577473911,-0.4195255229,542.4197071,366.0889764,1002.485235,403.7199718
249,-0.6578602421,-0.4194583624,540.8463066,366.6805871,1006.501306,403.7337899
250,-0.6613574982,-0.4140791798,539.3938721,365.6505305,993.8235781,403.7644008
251,-0.6744261731,-0.3959645069,444.4460521,375.7415891,1006.282894,404.67563
252,-0.675688564,-0.3938690034,443.6037967,374.8644827,997.2662222,404.6939924
253,-0.6759610094,-0.3934674739,441.1114687,375.1701391,998.7320338,404.7098259
254,-0.6772888885,-0.3912104493,442.6316644,373.7321042,985.6947,404.7167794
255,-0.6825550047,-0.3829498004,394.5329063,376.5348348,991.1976193,404.9777712
256,-0.6823191166,-0.3833775989,391.5094026,377.2671085,997.3787248,404.9776202
257,-0.6809442545,-0.3857697167,393.1316919,377.6732161,1001.706498,404.9666466
258,-0.6820748556,-0.3838247723,387.5824167,378.1851442,1005.090616,404.9778814
259,-0.6831234295,-0.3820306317,379.1559491,378.4377121,1005.878517,404.9933708
260,-0.6833940281,-0.3815424868,382.5033807,377.8507823,1001.002184,404.992737
261,-0.6835056905,-0.3813678549,377.4078768,378.0605737,1002.192677,404.9990977
262,-0.6837348607,-0.3809265351,386.9875894,377.0928156,994.7276991,404.9916646
263,-0.6836516988,-0.3811534292,367.3809928,378.5696574,1005.412844,405.0108545
264,-0.6838731887,-0.3807163708,379.1840174,377.4567728,996.9398858,405.001069
265,-0.6838876991,-0.3807233311,371.3556723,377.9841307,1000.638185,405.0092227
266,-0.684124582,-0.3802464492,386.2625163,376.6345457,990.4471956,404.9964223
267,-0.6839938412,-0.3805624362,365.2787025,378.2696221,1002.379712,405.0165301
268,-0.6842392738,-0.3800628623,382.0479278,376.7789064,991.1660259,405.0019136
269,-0.6842158105,-0.3801432995,372.5476914,377.4725214,996.1430752,405.0113854
270,-0.6855556115,-0.3777086367,374.5596858,376.9749482,992.2922724,405.0106529
271,-0.6842675453,-0.3800731962,366.4216145,377.9177087,999.3579869,405.0174181
272,-0.6856960549,-0.3775256941,354.2091672,378.586419,1004.20702,405.0295485
273,-0.6850307581,-0.3786211832,388.2437669,375.9147571,984.2322194,405.0008112
274,-0.6857515032,-0.3773391308,390.8129859,375.2740207,978.4881827,405.0106749
275,-0.6856308472,-0.3775670055,379.2162708,376.4922782,988.401424,405.0102863
276,-0.6863129362,-0.3763477258,386.693173,375.3839191,978.9207762,405.0190505
277,-0.6862947106,-0.37638803,379.9848961,376.0610814,984.3916026,405.0195522
278,-0.6870751242,-0.3749897706,391.2506022,374.5232262,971.3710444,405.0292732
279,-0.6862649458,-0.3764544238,368.5479083,377.214881,993.7121656,405.0204261
280,-0.6870842834,-0.3749850501,381.5336575,375.4850959,979.1137646,405.030501
281,-0.6868883588,-0.3753430584,372.831058,376.455629,987.0917241,405.0287248
282,-0.6877988293,-0.3737089513,388.3551725,374.4246001,969.9925851,405.0397966
283,-0.6869555159,-0.3752318764,366.0974469,377.089689,992.1463851,405.0304323
284,-0.6879206739,-0.3734988401,383.2080924,374.8715907,973.4958496,405.0420952
285,-0.6876250698,-0.3740353268,373.164804,376.0287745,983.0581259,405.0390662
286,-0.6886691917,-0.3721597724,392.2911095,373.5679398,962.3880847,405.0516136
287,-0.6870042581,-0.375161104,352.8498098,378.3816859,1002.51712,405.0326169
288,-0.6880763176,-0.3732349677,372.8229531,375.8216693,981.025399,405.0454622
289,-0.6876823484,-0.3739479591,361.1362626,377.1949191,992.4079405,405.0412332
290,-0.6888260504,-0.3718926124,382.8591348,374.4225364,969.1473229,405.05489
291,-0.6876024616,-0.3740989309,353.3780437,378.0094905,999.035659,405.040985
292,-0.673328105,-0.3976101469,451.5615869,375.3108348,1006.879278,404.6189596
293,-0.6739046342,-0.3966564894,450.9261993,374.9740751,1003.258374,404.6281738
294,-0.6722454594,-0.3991615618,459.9292039,374.7909698,1007.910854,404.5472841
295,-0.6754445952,-0.3942047145,446.3664791,374.5343001,995.8880026,404.67448
296,-0.6733166722,-0.3974443111,457.1101318,374.4284096,1002.500376,404.5768221
297,-0.6746205124,-0.3954103732,451.9937593,374.2577517,997.2697075,404.6255453
298,-0.6718465185,-0.3996494165,465.5242815,374.1960104,1006.271643,404.5018372
299,-0.6755828322,-0.3938796021,449.1042419,373.9893858,992.6962531,404.6547863
300,-0.6724329484,-0.3987002056,464.2539936,373.9536836,1003.090223,404.5159387
301,-0.6741095695,-0.3961004597,457.2039045,373.8098613,996.7426376,404.5821611
302,-0.6704901045,-0.4016455583,474.437023,373.7969653,1008.826936,404.4239416
303,-0.6490333896,-0.4323563863,554.0744844,365.381529,1010.991294,403.5758863
304,-0.6456106473,-0.437041234,560.6102691,364.5778521,1012.484572,403.4978927
305,-0.649173212,-0.4318658283,555.7692608,364.816294,1008.089561,403.5589092
306,-0.6410937139,-0.4432361229,569.1542703,363.5419961,1014.572748,403.3958
307,-0.6527295045,-0.4266379011,551.3409183,364.9311089,1003.117071,403.6156645
308,-0.6425773759,-0.4409718412,567.8525162,363.4235273,1011.708029,403.413869
309,-0.6481898011,-0.4329379297,559.4433403,364.0377818,1005.917569,403.5180385
310,-0.6356655792,-0.4506501721,579.6220804,362.2361356,1016.792235,403.2710543
311,-0.6569537248,-0.4203771133,546.4151076,364.9655901,996.7266687,403.679644
312,-0.6433006622,-0.4396989793,568.3262296,363.0278909,1008.706579,403.4112863
313,-0.6506717934,-0.4291843823,557.040549,363.9082243,1001.451198,403.5505795
314,-0.635177639,-0.4511246089,581.8221514,361.7348978,1015.168499,403.2468996
315,-0.6062179738,-0.4879196459,633.8357479,353.2056671,1018.279573,402.6698666
316,-0.6089691628,-0.4846979625,626.6845958,354.7888032,1020.47776,402.743161
317,-0.6067739497,-0.4873457548,628.5796589,354.6640141,1022.9021,402.7202275
318,-0.5619833924,-0.536879277,664.4599309,319.9065517,1038.518273,402.1644457
319,-0.4951333833,-0.5976434771,646.6696126,267.9584053,1087.615468,401.6492885
320,-0.5046864629,-0.5893443123,648.0309463,272.0236468,1079.202366,401.7061358
321,-0.5060252561,-0.588366526,648.7300864,274.1514012,1079.544623,401.7175019
322,-0.5168267461,-0.5787898691,649.7399308,277.1253961,1068.447856,401.7782382
323,-0.5096859151,-0.5854094797,649.8639289,277.5854361,1078.152806,401.7433789
324,-0.52149239,-0.5748812531,650.8016112,280.3270061,1065.526461,401.8086554
325,-0.519100179,-0.5771774332,651.0587551,281.1419136,1069.422869,401.7984191
326,-0.5325675919,-0.5651248289,652.0096456,283.9053554,1054.665015,401.8720849
327,-0.5297347664,-0.5677492647,652.1162879,284.2638005,1058.727948,401.8585017
328,-0.5294405354,-0.5680740476,653.0511242,287.1304987,1062.431115,401.8615229
329,-0.5242484702,-0.572750948,652.5358885,285.6100615,1067.522445,401.8326468
330,-0.529279713,-0.568295186,654.2658723,290.8530897,1066.948028,401.8665744
331,-0.5179328418,-0.5784527409,652.1158687,284.3937687,1074.447725,401.7985206
332,-0.537749177,-0.5604674281,654.2920671,290.8285182,1054.88477,401.9135064
333,-0.536610715,-0.5615376508,655.166171,293.5174019,1059.400379,401.9123613
334,-0.5415696103,-0.556892233,657.3841376,300.2354834,1058.966941,401.955528
335,-0.5317943905,-0.5660556825,655.301633,293.996031,1067.130934,401.884944
336,-0.4445639909,-0.6351706103,631.3057882,220.2988006,1115.256574,401.1711938
337,-0.4447480731,-0.6350609916,631.9172011,222.7989661,1117.397151,401.1797156
