point_index,u,v,x,y,z,source_geodesic_distance
1488,-0.6097840541,-0.4834305265,636.2318555,350.9956684,1006.473139,402.6549933
1489,-0.5861318149,-0.5110053111,659.9894247,338.0353291,1022.032573,402.3672584
1490,-0.5934072571,-0.5021709918,647.047035,302.881015,977.5544659,402.2497281
1491,-0.5898642887,-0.5062989742,649.1647781,303.0485699,982.993842,402.2359883
1492,-0.5875555231,-0.5089972337,652.0806753,306.3235407,988.6734277,402.245159
1493,-0.5841091748,-0.5129139598,654.6116113,307.278831,996.0776931,402.2296194
1494,-0.5849588125,-0.5119833774,656.4776374,310.2792145,999.5443416,402.2413832
1495,-0.5825756014,-0.5146435919,657.7672141,310.1698727,1004.726482,402.2237042
1496,-0.5843601741,-0.512662503,658.6653125,313.4047641,1005.128187,402.2459789
1497,-0.5822044038,-0.5150949869,660.1375287,315.1231274,1009.813826,402.2421342
1498,-0.5882630221,-0.5082761644,658.0203736,315.6613284,1001.013133,402.2769171
1499,-0.5837614501,-0.5133822018,660.1608301,317.3293042,1008.174514,402.2638615
1500,-0.5896908944,-0.5066735317,658.0484515,318.1546666,1000.394772,402.2975549
1501,-0.587372853,-0.5093385642,659.8548932,320.1736818,1006.059371,402.2921464
1502,-0.5895033059,-0.5069702111,659.2667576,322.7101682,1004.167372,402.3178748
1503,-0.5915069201,-0.5043042129,646.6711097,299.1740432,980.0945203,402.2112501
1504,-0.5876975383,-0.5087293215,650.0233294,301.5759877,987.4923733,402.2105456
1505,-0.5855750814,-0.5111816835,651.6891085,303.2555878,990.8594742,402.2140837
1506,-0.5811496971,-0.516187835,655.193887,305.7705466,1000.688634,402.2033373
1507,-0.5807784325,-0.516611062,655.8755857,306.5749829,1002.259413,402.2045786
1508,-0.5773844846,-0.5203423893,658.464327,308.8863091,1011.048849,402.192581
1509,-0.5777550496,-0.5199598357,659.5337146,311.0766997,1012.81691,402.2024444
1510,-0.5772909605,-0.5207280354,664.2611097,331.5596592,1028.840557,402.2834434
1511,-0.5819197399,-0.5155985617,662.8413408,330.1458224,1020.805465,402.3075135
1512,-0.5763156849,-0.5217490934,664.4340288,328.9972333,1027.603053,402.2702627
1513,-0.5788697721,-0.5189357357,663.7455711,327.3658449,1022.875741,402.2786625
1514,-0.5727458063,-0.5255881611,665.2502845,326.7220126,1031.792065,402.2371791
1515,-0.5768110878,-0.5211630949,664.1563486,325.166681,1024.511569,402.2566661
1516,-0.569647098,-0.5288804687,665.1278558,324.2160413,1032.39576,402.2179526
1517,-0.5719306979,-0.5264386879,664.2822486,322.3048524,1026.641829,402.2286757
1518,-0.5646522162,-0.5341374775,664.9937865,321.9416043,1036.576983,402.1858358
1519,-0.5702347229,-0.5282178044,664.1028405,320.5813409,1027.923123,402.2119688
1520,-0.5638861779,-0.5348397304,663.8681479,318.3667469,1035.165856,402.1678743
1521,-0.5655840843,-0.5330551926,662.8607614,315.3650392,1030.774339,402.1656915
1522,-0.55661039,-0.5422773073,661.5002478,311.0384146,1037.940275,402.1080962
1523,-0.562356574,-0.5363863476,661.8632919,312.1621054,1031.947803,402.139682
1524,-0.5553597714,-0.5435243828,661.62548,311.2489784,1042.594188,402.0911289
1525,-0.5534247,-0.5454336433,660.0060855,306.7161529,1041.295141,402.0664245
1526,-0.5744650238,-0.5233011331,646.5909041,290.8574297,993.9145609,402.1025697
1527,-0.5673399249,-0.5306471575,642.9354828,281.4254302,997.2619762,402.019287
1528,-0.5686352406,-0.529435839,645.8313936,286.7799419,998.7493653,402.0577532
1529,-0.5646407774,-0.5335540173,643.7795817,281.4880853,1000.623627,402.0110371
1530,-0.5685187,-0.5297025376,648.4052467,290.9216672,1001.27791,402.0839218
1531,-0.5663414643,-0.5319387124,647.902704,288.9352479,1003.433661,402.0630917
1532,-0.562483761,-0.5358531221,648.0332985,286.8206238,1009.570913,402.032446
1533,-0.5614142378,-0.5369319068,646.4931161,283.8654367,1008.735712,402.0108998
1534,-0.5576031796,-0.5408057129,648.2637367,284.2433067,1017.440415,401.9942145
1535,-0.561259601,-0.5370730545,642.6519668,278.00051,1002.792151,401.9778296
1536,-0.5574737034,-0.5409232246,644.8840006,279.0868416,1012.200699,401.965171
1537,-0.5580063394,-0.5403743907,642.8238782,276.3100529,1008.067205,401.9524971
1538,-0.5537500842,-0.5447048031,645.7967715,278.2279549,1019.390612,401.9421032
1539,-0.5572569443,-0.5411267476,640.8838899,272.9458225,1006.096784,401.9302739
1540,-0.5668847984,-0.5314134944,650.3119206,292.6667945,1006.946087,402.0832187
1541,-0.5625926704,-0.5357665732,649.7736312,289.2780135,1012.693653,402.0432879
1542,-0.566649088,-0.5316939144,651.9941812,294.597328,1011.01637,402.0860844
1543,-0.5544379522,-0.5440205903,648.0679196,281.9950663,1022.115521,401.965404
1544,-0.5605687389,-0.5378511618,650.8406798,289.3132887,1018.301048,402.0283621
1545,-0.5627106628,-0.5357267907,652.4607497,293.0686503,1017.807992,402.0560464
1546,-0.5624836656,-0.5360594107,654.4578955,296.7665037,1020.498941,402.0730578
1547,-0.5556183771,-0.5428882306,650.0459304,285.7189549,1023.755891,401.986859
1548,-0.5585227092,-0.5400923449,653.778384,293.9304564,1024.627366,402.040619
1549,-0.5797535887,-0.5160392243,620.6239416,259.2705466,957.3809384,401.6317492
1550,-0.5849461976,-0.510480639,620.4395746,263.7936993,952.0599589,401.7687671
1551,-0.5761016409,-0.5203171837,624.5333356,260.4619449,967.3432538,401.6919178
1552,-0.5825269815,-0.5133345272,623.2341382,264.8198593,958.9964825,401.8171073
1553,-0.5790891004,-0.5171913291,625.1671884,263.9202166,965.4995907,401.8013914
1554,-0.5878011413,-0.5076733432,622.8899926,269.2325612,953.3337625,401.94978
1555,-0.5767746353,-0.5198650995,627.2609475,264.2312107,971.1816201,401.8236267
1556,-0.5867650961,-0.5089302898,624.4431008,270.0842217,956.8907465,401.9852385
1557,-0.5818756663,-0.5143621066,626.6446659,268.1711771,965.2383544,401.9402063
1558,-0.5935014181,-0.5016534334,625.2031295,276.6560179,950.968668,402.1159224
1559,-0.5867100193,-0.5090789462,625.6688295,271.3698339,958.8405207,402.0183966
1560,-0.5887102614,-0.506950752,627.8810404,275.1729366,959.6958231,402.0521153
1561,-0.5849020139,-0.5111145099,628.139532,272.2062004,964.1063537,401.9974225
1562,-0.5895027923,-0.5061536357,630.5996132,278.4409439,962.5231425,402.0693916
1563,-0.5806591483,-0.5157709833,629.1275929,269.5702053,969.9659613,401.9379762
1564,-0.586573683,-0.5093799218,631.7466483,277.0656522,967.196443,402.0293406
1565,-0.5820856525,-0.5142693205,631.3481238,272.8970709,971.4443703,401.96339
1566,-0.5894482542,-0.5063045706,634.2507819,281.8857242,967.5136689,402.076363
1567,-0.5934872085,-0.5016936258,626.31218,277.7031392,952.4870776,402.1179532
1568,-0.5947487988,-0.5002442428,629.7586742,281.9998724,956.0565662,402.1373628
1569,-0.5930490629,-0.5021977845,631.5245878,282.2751999,960.1668479,402.118573
1570,-0.5964296918,-0.4983131095,634.0854868,287.4737854,960.443408,402.1629189
1571,-0.5912726747,-0.5042395506,634.3902015,283.5280896,965.882037,402.1001072
1572,-0.5959185181,-0.49896592,638.37925,291.5541515,966.5311473,402.1758316
1573,-0.5927217275,-0.5026433083,637.7502047,288.3595765,968.742064,402.1367771
1574,-0.5984526228,-0.4960605751,637.4753853,293.8267584,961.9178524,402.213192
1575,-0.596042093,-0.4989316287,641.1358045,295.5217059,969.1502361,402.2071962
1576,-0.5982982806,-0.4963077689,638.8953373,296.5354642,963.1226779,402.2355273
1577,-0.5975025842,-0.4972752344,641.3648572,298.3535049,967.3194624,402.2390842
1578,-0.6009356322,-0.4932606789,641.0654601,302.3428693,964.7065746,402.2827442
1579,-0.5993637599,-0.4951422249,643.7377057,303.2555865,969.8271579,402.2747675
1580,-0.6009030882,-0.4934387284,646.0199851,310.4317846,972.3913936,402.329229
1581,-0.5968027265,-0.4983186127,649.5209995,311.7126049,979.6760548,402.3168719
1582,-0.5982404169,-0.4967126563,650.6995596,316.3190089,981.5701623,402.3480479
1583,-0.5930771489,-0.5027636159,652.9776249,314.4000671,987.0932791,402.3142696
1584,-0.5966664644,-0.4986542191,653.0187631,320.5742375,987.1908689,402.3633423
1585,-0.5956573009,-0.4998677506,653.9006027,321.9940418,989.5737157,402.3662533
1586,-0.5849980725,-0.5122028616,661.4360728,334.7583607,1021.235816,402.3418149
1587,-0.5842915157,-0.5130114156,661.5133779,335.4835416,1022.726045,402.3412197
1588,-0.4413210009,-0.4130110787,558.1798172,167.4368808,898.1348403,312.9533142
1589,-0.4383051728,-0.4144255939,557.1879873,165.7492375,899.0300754,312.3145903
1590,-0.4409719762,-0.4428874438,560.595848,165.289427,912.7955975,323.6767731
1591,-0.4326485046,-0.4052236377,554.317877,163.3626807,894.9010495,306.8084967
1592,-0.4367415553,-0.4380858662,558.6265817,163.3679331,910.7268189,320.3149059
1593,-0.4330045999,-0.4246004364,556.099659,162.2779084,904.3704644,313.9860048
1594,-0.4164916327,-0.4657056201,553.0559756,153.0112184,924.1333081,323.3103012
1595,-0.414825401,-0.4447089333,551.0576412,153.5467795,913.9257416,314.8412534
1596,-0.4095725991,-0.4483396183,548.8595431,150.8323768,915.6576506,314.3033202
1597,-0.4089233637,-0.4353412377,547.7979273,151.3448067,909.3407584,309.1985488
1598,-0.4031028511,-0.4472703549,545.8266946,147.8385132,915.0996238,311.5646606
1599,-0.4096239687,-0.406285763,546.4127212,153.5084391,895.2333899,298.5654119
1600,-0.4007966097,-0.4266547012,543.5250949,147.8761888,905.3702216,302.9951533
1601,-0.4038840712,-0.4145673202,544.2361458,150.1194804,899.4830411,299.5834862
1602,-0.3986729506,-0.406113784,541.2692335,147.7674407,896.0742418,294.5037094
1603,-0.3969804557,-0.4268280368,541.8260158,146.011105,905.6787529,301.6738566
1604,-0.3881976918,-0.416263658,537.6540864,143.1111034,900.6425281,294.5557643
1605,-0.3890493486,-0.4074879438,537.3674016,143.6908458,896.748733,291.5559574
1606,-0.3851678024,-0.4217434712,536.8414871,141.8438075,902.9972796,295.5530096
1607,-0.3806078846,-0.4352674292,535.7979676,139.902168,909.0395531,299.2374831
1608,-0.3904749315,-0.4416855442,540.1956163,143.2638817,912.1918357,305.0850189
1609,-0.3952266518,-0.4495761298,542.7418494,144.8461211,915.975945,309.7763984
1610,-0.399949624,-0.4666713992,546.1691314,146.3863644,924.1471582,318.0626595
1611,-0.3867585334,-0.4534072971,539.5793759,141.7692621,917.5483789,308.3811798
1612,-0.4069244631,-0.457747107,548.3081935,149.1910435,920.1474379,316.9375899
1613,-0.408744639,-0.4693568136,550.0670216,149.7627987,925.6600183,322.0888908
1614,-0.4198025781,-0.4744303182,555.132272,154.1081239,928.3656299,327.8018292
1615,-0.3854528911,-0.5256905857,540.4658133,139.5284039,953.2016506,337.3016677
1616,-0.3845317438,-0.5099196131,539.1158517,138.9056989,946.05548,330.4872557
1617,-0.3882756175,-0.5175848362,541.4998125,140.2324017,949.520968,334.8247572
1618,-0.3771488888,-0.4986266183,535.3266974,136.7132647,940.4430864,323.5094096
1619,-0.3890385295,-0.5013089015,541.0935984,140.2918655,942.0520849,328.3554841
1620,-0.3810900585,-0.4898110311,537.6161935,138.3897771,935.7724253,321.1369896
1621,-0.3891236473,-0.494930543,541.4468728,140.7377311,938.535577,325.7764886
1622,-0.3719671279,-0.4782143655,532.4630291,135.2368392,930.3917536,313.501047
1623,-0.3841768073,-0.4846456017,539.289942,139.6927351,932.9836618,320.0143708
1624,-0.3343252404,-0.5154014162,511.9422345,126.9185758,948.7259191,317.9074374
1625,-0.3387038853,-0.5046735886,514.8393147,127.1868373,943.4593226,314.5171221
1626,-0.3733042439,-0.4486308275,532.3455457,136.3138766,915.9642182,302.0097674
1627,-0.3720314849,-0.4604403494,531.7977146,135.4014024,921.8903948,306.3298147
1628,-0.3818243948,-0.4611144478,537.4138295,139.5347796,921.4117936,309.8187345
1629,-0.3793736115,-0.4677325586,536.1272112,138.2277047,924.9430649,311.6589035
1630,-0.3868956388,-0.4823717356,540.7023403,140.7806697,931.7356416,319.9752843
1631,-0.3839307475,-0.4632046566,538.6457323,140.3307539,922.3131419,311.3446854
1632,-0.3918497039,-0.4735106642,542.9003033,143.1331023,927.3407525,318.0552747
1633,-0.3913183468,-0.4818853261,542.9023633,142.592849,931.4565017,321.2284892
1634,-0.3985528872,-0.4909564698,546.2271936,144.7251158,936.351353,327.2457644
1635,-0.3908898441,-0.4878604353,542.6946787,142.0395701,934.5509451,323.4844443
1636,-0.4000536992,-0.4998337526,547.3098074,145.1816904,940.5042624,331.354878
1637,-0.3966127203,-0.5077639716,545.3482538,143.0863122,944.836928,333.4252606
1638,-0.3910901734,-0.5239462037,543.3180373,141.2286528,952.3516049,338.3188823
1639,-0.3908575437,-0.5267952306,543.3381786,141.2005424,953.6601328,339.4254132
1640,-0.387902088,-0.5399429785,541.7869483,140.3918407,960.2214302,344.0232665
1641,-0.3876679205,-0.5503991483,541.7479145,140.5644088,965.3764458,348.3596912
1642,-0.4372101696,-0.5782450454,569.0036528,158.6157543,977.7317424,375.1114501
1643,-0.4384881171,-0.5654800918,568.7660865,159.1542246,971.8415344,370.2906722
1644,-0.4274964284,-0.5603825282,563.5253495,154.8293448,969.606797,364.7275897
1645,-0.4233768551,-0.550501786,560.913112,153.1393784,964.9221867,359.3806025
1646,-0.4171559212,-0.5327532446,556.6328308,150.4960431,956.3517943,350.1491419
1647,-0.4361633597,-0.5520304139,566.8345405,158.2479915,965.6246762,364.0502356
1648,-0.4160315186,-0.5516944514,557.7475283,150.4999894,965.2907525,357.5802627
1649,-0.4141709541,-0.5370933902,555.6995954,149.6102941,958.2414326,351.0144218
1650,-0.4076170083,-0.5434727206,553.5560002,147.6934471,960.861343,351.565987
1651,-0.4124514975,-0.5269450457,554.1501466,148.857244,953.330509,346.2947086
1652,-0.4040255327,-0.5516524948,552.5666662,146.7519106,964.5009704,353.8323947
1653,-0.4017647451,-0.5381673622,550.560765,145.7581209,957.9947679,347.5439978
1654,-0.4599467186,-0.4915695264,572.0574217,172.5157121,935.2982526,348.4678317
1655,-0.4573082454,-0.5083093798,572.214669,169.915853,943.9697569,354.0309641
1656,-0.4616572851,-0.5184142378,575.0513091,172.1815494,948.3471436,359.366026
1657,-0.4601737472,-0.5277840941,575.1362358,170.7219992,953.2018407,362.4776695
1658,-0.466181079,-0.5342064903,578.4356537,174.25533,955.5161726,366.9475742
1659,-0.4595852718,-0.5427034921,576.0899212,169.5428405,960.676001,368.0224181
1660,-0.4681734932,-0.5601176126,581.66372,174.733596,968.1012464,377.8710741
1661,-0.46585653,-0.5630691942,580.8640643,173.1669232,969.9031986,378.2794034
1662,-0.4685909454,-0.5921100931,584.8430506,174.4428906,983.9642266,390.8976776
1663,-0.4596764073,-0.5462408703,576.4259298,169.4232362,962.4155957,369.4193756
1664,-0.4634145604,-0.5779823299,581.1226891,171.3078044,977.6764927,383.4635136
1665,-0.460005191,-0.5642423368,578.2584369,169.3210433,971.3278552,376.780789
1666,-0.4373970611,-0.5919128532,570.1977146,159.0754835,983.538168,380.867419
1667,-0.4284573206,-0.5727020744,564.8092185,155.3020252,975.1242314,370.1047582
1668,-0.4252408095,-0.5866969539,564.6396932,154.6570996,980.8412356,374.9761771
1669,-0.4204919653,-0.5813708457,562.1656981,152.8843108,978.4025808,371.2927448
1670,-0.4125175067,-0.5680434961,557.6077819,149.8448377,972.461215,363.2651931
1671,-0.4174815174,-0.5839821631,560.9905346,151.9601545,979.4162761,371.4574509
1672,-0.4169721633,-0.587219475,559.79971,151.0808623,981.6056625,372.6724544
1673,-0.4140496485,-0.582278172,557.7927189,149.7865016,979.6485948,369.7119345
1674,-0.4066937832,-0.5681452755,553.3567493,147.019495,973.5021833,361.5402069
1675,-0.4126930028,-0.5861612034,556.7576202,149.1277585,981.7714206,370.9456646
1676,-0.4096778579,-0.5929820042,555.7366217,148.6059446,984.7011147,372.9598659
1677,-0.3977864773,-0.5593562533,548.7858432,144.3495703,968.9109741,355.1673369
1678,-0.4011840201,-0.5770522257,549.7478537,145.1655827,978.076304,363.6738213
1679,-0.4022068355,-0.5738227829,550.4127798,145.4604467,976.5223834,362.6106576
1680,-0.4053408016,-0.5906516842,552.8783981,147.0381322,983.9262004,370.683202
1681,-0.4038463459,-0.5940920169,551.8520808,146.6202188,985.6911809,371.7091627
1682,-0.4068330773,-0.6161029419,554.4504448,148.7305023,995.3062332,382.0420457
1683,-0.4116422133,-0.6208624137,557.2414482,150.2498803,997.2199414,385.4834562
1684,-0.409006945,-0.625946289,555.4026383,149.6778965,999.7759365,386.9202796
1685,-0.4064153565,-0.6319504521,552.6582916,149.1201684,1003.464183,388.7807304
1686,-0.3976031042,-0.6114035326,548.0320674,146.0751495,994.2076975,377.3773407
1687,-0.4027891876,-0.6178630056,551.8434677,147.7370235,996.416526,381.6422152
1688,-0.3969388081,-0.595720327,547.2644516,144.8096409,987.0382097,370.4146294
1689,-0.399793935,-0.59330356,548.9945732,145.3478745,985.7569152,370.1964254
1690,-0.3909315513,-0.5727978792,543.6507829,142.1897678,976.3111783,358.8379765
1691,-0.3958298559,-0.575606483,546.789917,143.6371812,977.3696828,361.4687064
1692,-0.3910517075,-0.5554117263,544.1938112,141.8768276,967.4840221,351.4936186
1693,-0.394246287,-0.553630579,546.7315945,143.1615592,965.9797446,351.6917012
1694,-0.3953307736,-0.5311813945,545.7279795,142.6626624,955.7099306,342.6428924
1695,-0.3966479938,-0.5403143883,548.0523569,143.9490847,959.0681351,346.841919
1696,-0.4003846363,-0.5135825353,548.0417459,144.9802826,946.9159538,337.0309234
1697,-0.4029149512,-0.5146101595,549.6303098,146.0581678,947.0866306,338.2395245
1698,-0.4082392143,-0.5020795874,551.4734477,148.224309,941.2677135,334.8720238
1699,-0.4052291784,-0.5183219606,550.8499672,146.7366885,948.8182723,340.4689856
1700,-0.4105574919,-0.4866852388,551.9624024,149.9590032,933.9397042,329.5115852
1701,-0.4139392562,-0.4973296057,553.6051295,150.5871417,939.1956098,334.8883749
1702,-0.420333935,-0.4817295692,555.7505953,154.0281986,931.8649157,330.8593019
1703,-0.4211625167,-0.4894742448,556.3594628,153.9182939,935.6167434,334.2140219
1704,-0.4256150708,-0.5060554002,559.349065,155.2513992,943.5688402,342.2721016
1705,-0.4228712265,-0.5096151325,558.1276931,153.7817,945.2590669,342.7673413
1706,-0.4314128133,-0.5270759965,563.2161854,157.014073,953.6507348,352.5387337
1707,-0.4205216944,-0.5174573497,557.297903,152.2976676,948.9996486,345.0915866
1708,-0.4309585277,-0.5361388991,563.3958589,156.3720962,957.9839313,355.9793111
1709,-0.4258815956,-0.5334408202,560.7175098,154.0895184,956.6700026,353.2155754
1710,-0.3640466783,-0.5984085607,528.9939655,140.2317178,987.7856168,362.5268923
1711,-0.3765321307,-0.591183597,535.1755981,141.0215179,984.9765672,362.6947971
1712,-0.3568584317,-0.5898787096,525.7466206,138.5185548,983.265165,356.8543059
1713,-0.4618304786,-0.6234482324,594.9871906,178.5802308,1021.081405,401.4787759
1714,-0.4556200793,-0.6277493279,595.0831183,177.9003528,1026.874533,401.3842638
1715,-0.4646197633,-0.621623075,589.4946504,174.9540312,1005.977165,401.5910236
1716,-0.4564105339,-0.6270548586,590.979751,174.6822722,1018.74912,401.3426248
1717,-0.4619170517,-0.6232667177,588.5167934,173.5368198,1008.342274,401.447052
1718,-0.4642076373,-0.6213005435,585.0441558,170.6127193,1002.253457,401.3171046
1719,-0.4524854099,-0.6284499589,578.8493287,164.6677953,1003.777895,400.709593
1720,-0.4463600597,-0.6330143401,581.7758565,166.6643345,1017.294235,400.8151307
1721,-0.4465443595,-0.632513404,579.8210944,165.0953537,1014.268275,400.6495647
1722,-0.4388423011,-0.637754309,580.6405093,165.6313679,1023.676934,400.5793256
1723,-0.4445807693,-0.6335172766,578.2562116,163.8742796,1013.373148,400.4876886
1724,-0.4410526999,-0.6350235378,573.745513,160.4994106,1007.344671,400.0751893
1725,-0.4063231228,-0.6594202753,560.9233906,157.3018755,1031.325785,400.7859543
1726,-0.3836000798,-0.540105635,539.1823863,139.0443974,960.5395991,342.7890742
1727,-0.3789452543,-0.5465576842,536.7657005,138.2197472,963.6458454,344.1394785
1728,-0.384751576,-0.5595682626,539.968654,140.1516173,970.0385465,351.3937994
1729,-0.3836672431,-0.5691085333,539.4149624,140.4374505,974.614871,355.1549001
1730,-0.3904473972,-0.5787151085,543.0916591,142.3214814,979.2622917,361.2371109
1731,-0.3870746878,-0.5870338447,541.4823163,142.2938945,983.0160986,363.8524266
1732,-0.3926357834,-0.5987638792,544.9929425,144.249611,988.4401605,370.5106757
1733,-0.3901980921,-0.6104334445,544.1376585,144.919988,993.676191,374.8875288
1734,-0.3984060843,-0.617919029,548.1592465,146.6652882,997.4111062,380.4359695
1735,-0.3938924807,-0.6249123761,545.8977644,146.7386855,1000.637812,382.2337924
1736,-0.401231406,-0.6359800499,549.3619176,148.7799116,1006.300117,389.1084846
1737,-0.4007545884,-0.6441672194,549.679008,149.8692299,1010.895924,392.5619406
1738,-0.4087212316,-0.6532318806,556.699809,153.4944728,1019.712892,398.7239983
1739,-0.4096114949,-0.6518478957,556.9999819,153.2905836,1018.267666,398.3641123
1740,-0.4096149558,-0.6541305172,559.333168,154.4176335,1020.53235,399.364812
1741,-0.4116056047,-0.6498629999,559.1862878,153.3304461,1014.907495,398.0476733
1742,-0.3925508024,-0.6690927891,547.2902636,153.9237843,1025.553346,401.4108382
1743,-0.3892306522,-0.669418198,553.2420716,159.8050348,1041.813934,400.6796245
1744,-0.3952176685,-0.6661101331,556.3704335,159.1472737,1039.825978,400.7803925
1745,-0.398914585,-0.663999203,557.6773078,158.6809223,1038.16291,400.8147258
1746,-0.3390969059,-0.5841692187,517.0523944,135.5675006,979.7016666,349.5436821
1747,-0.359686587,-0.5855205193,527.1054688,138.3381615,981.3765002,355.6792002
1748,-0.3469437747,-0.5775082941,520.7304445,135.6396531,977.0640183,348.6763469
1749,-0.3505048189,-0.5740729542,522.4483277,135.7642585,975.6349471,348.1306228
1750,-0.3611994194,-0.5691845693,527.7115672,136.8520755,973.8304633,348.9101616
1751,-0.3723069349,-0.5826133196,533.2204768,139.6089255,980.6728285,357.7895601
1752,-0.3393312726,-0.5658783376,516.8142289,133.2811,971.3408403,341.4764303
1753,-0.3506007992,-0.5643487733,522.3667746,134.7425121,971.1467793,343.8764041
1754,-0.3367464981,-0.55546712,515.2898567,131.6168845,966.5021296,336.1482101
1755,-0.3474212162,-0.5561237966,520.6773815,133.3488672,967.210269,339.3723097
1756,-0.3575239326,-0.5527543899,525.9611331,134.8038308,965.8464493,340.7084446
1757,-0.3663640891,-0.5572463955,530.3846547,136.5812264,968.3288395,345.104759
1758,-0.331633231,-0.5429611148,511.8491245,129.3242456,960.9065003,329.2243688
1759,-0.3558344246,-0.5488783755,525.1426145,134.2341241,963.9152689,338.5560214
1760,-0.3468648965,-0.539634738,519.5504851,131.5342179,959.8532688,331.9857863
1761,-0.3082981227,-0.4961591511,498.9473025,120.509146,939.07795,302.3212647
1762,-0.2964603909,-0.5688510538,495.6348678,128.3836218,971.0506376,331.9643322
1763,-0.3173740222,-0.5710094677,506.065789,131.170236,972.7976523,338.1532446
1764,-0.3053456441,-0.5621993296,499.7068302,128.3465594,968.5125674,331.1198054
1765,-0.3086618807,-0.5586619377,501.254428,128.2724882,967.0394326,330.3584927
1766,-0.3198793237,-0.5541628603,506.8046753,129.1707981,965.3271572,331.1910239
1767,-0.3299787957,-0.5684913604,512.2105021,132.2892498,972.1606898,340.149708
1768,-0.2990768229,-0.5493903176,495.7137778,125.6724909,962.7487689,323.7374915
1769,-0.3107688143,-0.5483563645,501.5802437,127.0682214,962.6297457,326.2379769
1770,-0.2993357455,-0.5379043807,494.4840757,123.8611376,958.0090805,318.5609007
1771,-0.3093110076,-0.5389196729,499.7619977,125.4283961,958.6822733,321.5906692
1772,-0.3205908738,-0.5352479657,505.3307421,126.6838489,957.4179927,322.9264334
1773,-0.3281586762,-0.5408308681,509.8257242,128.526595,959.9331968,327.3706854
1774,-0.294785924,-0.5248149566,490.9585981,121.3013916,952.3788753,311.4817567
1775,-0.3191166189,-0.5300749004,504.0852487,125.7987295,955.2138802,320.2500574
1776,-0.3093733024,-0.5209554957,498.286553,122.9855394,951.0979314,313.5761693
1777,-0.309428202,-0.5165855837,498.067807,122.4629885,949.1904773,311.6548203
1778,-0.3198004149,-0.5126943778,503.5080457,123.8465293,947.6105741,312.7497057
1779,-0.3281560263,-0.5247486218,508.5199007,126.5518896,953.1040686,320.2710262
1780,-0.3069930239,-0.5056941983,497.0735944,121.1332507,943.9820814,306.2310561
1781,-0.3174215285,-0.5043508134,502.7269902,122.8164996,943.5059481,308.4541491
1782,-0.3209213096,-0.4939052154,505.6915768,122.7787048,938.2787814,304.8187288
1783,-0.3287900529,-0.5021254352,508.9682552,124.6937636,942.574771,310.5743419
1784,-0.3284920398,-0.4803586211,509.8298689,123.665647,931.8453371,301.2034736
1785,-0.3334740652,-0.4796286494,512.4825561,124.7688108,931.4972752,302.3363381
1786,-0.3340488732,-0.4580593131,512.3677352,123.7908374,921.3703383,293.3997517
1787,-0.1563678116,-0.4660564835,424.0385355,97.29087475,918.4903692,254.5748712
1788,-0.1376161182,-0.4710600485,415.5220521,96.70971706,919.7310892,254.7764061
1789,-0.1397600481,-0.4657220091,416.7921339,96.01928971,917.2625712,252.3679342
1790,-0.1135886013,-0.4776685472,404.5971794,95.99636192,921.4171438,255.1333299
1791,-0.1567781012,-0.4495984598,425.2415058,94.70731552,910.4821462,246.3878008
1792,-0.1285602962,-0.4634935146,412.0299411,94.84369129,915.4567847,249.8771501
1793,-0.140647174,-0.4540988587,417.9031027,94.23852988,911.6452134,246.6593394
1794,-0.1067687298,-0.4716953309,401.9843924,94.54741306,918.0639877,251.3061378
1795,-0.1461337159,-0.4467009144,420.7639342,93.46621241,908.3853381,243.6303501
1796,-0.1088869127,-0.4665191042,403.2331457,93.88079384,915.6728135,248.9754935
1797,-0.125241852,-0.4551635318,411.0958582,93.27736024,911.1775282,245.3003608
1798,-0.08355355341,-0.4777557171,391.4490667,93.80661272,919.5345321,251.4884842
1799,-0.2257412636,-0.4258017453,458.0406592,99.64800396,902.8057051,249.5427899
1800,-0.2196364715,-0.4365332458,454.4902946,100.1458103,907.6399947,253.1067828
1801,-0.2131226718,-0.4346982685,451.5121196,99.0133682,906.3559296,250.7181127
1802,-0.2121124411,-0.4503092278,450.0810308,100.8281705,913.8646769,257.7554749
1803,-0.2039694167,-0.4347896013,447.1643692,97.7563684,905.8461885,248.6057688
1804,-0.2047141722,-0.4529441008,446.4107347,100.1328736,914.6945473,257.2416686
1805,-0.1990144009,-0.4601932659,443.4098613,100.5037814,917.9156691,259.5455647
1806,-0.185170005,-0.4667535875,436.8332798,100.0889595,920.3961779,260.0645978
1807,-0.1995119916,-0.443280822,444.5575879,98.2464227,909.7028131,251.560571
1808,-0.1849990118,-0.4548836212,437.4051552,98.45546027,914.605125,254.3620901
1809,-0.1897382414,-0.4446475794,440.0931159,97.50874811,909.8636754,250.3674929
1810,-0.1713206705,-0.4620574444,430.8696287,98.13992763,917.3930675,255.205552
1811,-0.1935968392,-0.468539746,440.5975143,101.198613,921.6531172,262.5265922
1812,-0.18566111,-0.4804537366,436.8563018,102.5008782,926.7482746,266.8247677
1813,-0.1789944204,-0.4787809904,433.8441673,101.5438724,925.6578224,264.7421943
1814,-0.1758059905,-0.4957325997,432.2048023,104.2029704,933.2979766,272.3980699
1815,-0.1685153323,-0.473171363,429.1428921,99.51631802,922.5735277,260.0161243
1816,-0.1667662757,-0.492143319,428.135284,102.6733566,931.2119644,268.9303055
