sample_index,source_index,u,v,x,y,z
658,802,0.4037336198,0.3317740922,589.7504272,180.9254761,1090.952026
659,803,0.4471766863,0.2954266405,608.8902588,188.2991791,1077.493774
660,804,0.4534703105,0.3011765721,610.6226196,189.9582672,1084.360474
661,805,0.4487078156,0.3007478992,612.1594849,191.5784454,1090.981323
662,806,0.3835963233,0.3374868485,575.1187134,174.2970276,1078.922241
663,807,0.374785847,0.3495823912,570.6417847,176.9250641,1085.576782
664,808,0.4004174648,0.3262698735,582.5117188,177.5063782,1085.191772
665,809,0.3939076551,0.3375544203,583.8673706,180.016571,1091.617432
666,810,0.3825730329,0.3381602337,576.5882568,176.9597321,1085.569092
667,811,0.3801775654,0.3442436898,577.8920288,179.6152649,1091.913086
668,812,0.3563314539,0.35967619,561.0030518,184.074295,1096.661255
669,813,0.3635559322,0.3552043955,566.9602051,183.123703,1097.340576
670,814,0.3640920403,0.3480086459,564.7322388,177.3766632,1085.233398
671,817,0.4036946208,0.3000932645,565.7339478,161.0206299,1041.860107
672,819,0.4042273657,0.2743881417,561.5687256,153.151123,1007.574463
673,820,0.3855239846,0.3239140912,564.1977539,165.7320862,1057.620483
674,821,0.3804352145,0.3150166454,558.5975952,165.7103882,1057.483765
675,822,0.3720965494,0.3372760626,561.9147339,171.5742035,1071.884033
676,823,0.3567260848,0.3532120997,558.8857422,178.1914062,1084.628052
677,824,0.3356983711,0.377165201,537.1792603,187.7268219,1094.053589
678,825,0.4075657777,0.3308436713,590.9621582,183.2789764,1097.151978
679,826,0.3915765135,0.3391644939,585.0346069,182.551239,1097.705444
680,827,0.3816756679,0.3519420864,579.0170898,182.2967682,1097.911011
681,828,0.4825027847,0.2415843049,639.7208252,247.1310883,1078.497559
682,829,0.4696923245,0.218499928,637.6043091,244.0861206,1066.774048
683,830,0.476926477,0.252840591,633.635498,228.1664886,1092.61084
684,831,0.4755352851,0.2586144778,631.5198364,225.1920319,1080.831909
685,832,0.4670017628,0.289254712,630.6474609,218.6581268,1099.683594
686,833,0.4831594635,0.04984796417,650.1963501,281.7514343,1038.719727
687,834,0.4485901936,0.3004931983,628.1223755,210.7001953,1112.3573
688,835,0.4654462827,0.2894865497,627.4018555,209.2046356,1106.715088
689,836,0.4585738348,0.2879034811,629.9016113,215.3928833,1108.878662
690,837,0.469272224,0.2709262469,628.5272217,215.7214203,1087.875
691,838,0.4667887194,0.2826313071,625.2844849,206.3039703,1094.878052
692,839,0.4606743373,0.2871602648,629.1661987,213.896698,1103.22522
693,841,0.4539999651,0.3038829322,616.8605347,196.3646393,1102.296387
694,843,0.4449055351,0.02580963376,594.2174683,245.531189,904.6933594
695,844,0.443925256,0.3115685346,613.4871216,193.1865997,1097.348999
696,847,0.4367601893,0.3126198789,607.4355469,188.6365967,1093.158447
697,848,0.4306170534,0.3141666406,608.6500854,190.3920135,1099.44104
698,851,0.4272683272,0.3267901789,599.5229492,185.3131866,1095.627808
699,852,0.3945672522,0.3482825814,585.9998169,185.1434937,1103.44751
700,853,0.4118997165,0.3427368217,591.9629517,185.6815796,1103.019165
701,854,0.4603396112,0.2885462048,624.0491333,204.0771027,1096.535522
702,856,0.4457762369,0.3175775816,616.0773315,198.1398163,1114.993042
703,858,0.4406588287,0.3168048653,615.4597778,196.4470673,1109.348999
704,860,0.4089782081,0.3449333283,592.7387695,188.157547,1108.559082
705,862,0.4108680393,0.3310868371,598.5855713,188.9004974,1107.96521
706,865,0.432964963,0.3277149934,606.986084,191.1042633,1106.266846
707,867,0.4468606759,0.314580831,612.1761475,193.4035187,1104.523926
708,870,0.3734005151,0.3591511599,572.9737549,182.4949493,1097.783813
709,871,0.3738130091,0.3620300388,574.583374,188.280014,1108.577026
710,872,0.3798293257,0.3550356707,579.9505005,185.0381165,1103.55481
711,873,0.386018341,0.3540495483,580.6795044,187.8646545,1108.851074
712,874,0.3987148406,0.3456810075,586.7494507,187.8182831,1108.849365
713,875,0.3641834656,0.3750897579,562.4797363,190.0766144,1107.309204
714,876,0.3783459512,0.3594929805,575.0870972,191.3205872,1113.455444
715,877,0.3857109352,0.3617484986,581.1911621,190.8016968,1113.805542
716,878,0.3905615697,0.3465059564,587.2699585,190.6003723,1113.916626
717,880,0.4044105711,0.3547676779,593.5592651,193.4260864,1118.678345
718,881,0.4148093258,0.3428283246,596.2340088,190.9248657,1113.609497
719,884,0.4185625912,0.3430522667,599.4625854,193.6246796,1118.481567
720,885,0.4231350996,0.3392753848,602.0418091,191.6459961,1113.023804
721,890,0.4315902509,0.3284199747,608.0926514,195.0372467,1117.358398
722,891,0.4574294274,0.2945584785,622.5736084,201.9533386,1098.118042
723,892,0.4483367337,0.3091536996,622.7561646,202.9461212,1111.382568
724,893,0.4517952931,0.3103051871,623.3355713,204.5066986,1116.960205
725,894,0.4472193469,0.3136913559,623.6560669,206.1339874,1122.340942
726,895,0.4545860694,0.2995840889,628.6015015,212.249176,1117.823486
727,896,0.452585111,0.3027747905,627.2502441,210.054245,1119.443115
728,900,0.4258762501,0.3272660532,610.3741455,193.9922333,1111.211426
729,902,0.4220150307,0.3404341652,605.3568115,196.6212158,1122.914429
730,904,0.4330399733,0.3332930948,611.0638428,197.8531189,1121.959961
731,905,0.433318724,0.3297022001,613.7980957,200.7315369,1126.362793
732,907,0.4305621979,0.3391956731,608.0981445,199.3545532,1127.407715
733,911,0.4066331854,0.3561293272,596.548645,196.1863861,1123.306641
734,913,0.4385172249,0.3204680339,623.5956421,208.9416351,1130.605347
735,914,0.4381913045,0.3205153913,623.7046509,207.8469391,1127.53125
736,916,0.445324893,0.3117813814,625.7167969,209.673645,1126.192261
737,917,0.4486221679,0.3108704996,627.4002686,212.7084503,1127.836792
738,918,0.4482230916,0.3095313481,627.434082,211.6914978,1124.714355
739,920,0.4457908691,0.3075296427,628.8273315,213.8693695,1123.120117
740,921,0.4472775688,0.303997881,629.8740234,217.1003876,1124.578369
741,922,0.4508029546,0.3004522083,629.8768921,216.1719666,1121.435303
742,923,0.4536388817,0.2976495702,630.6626587,218.5447998,1119.699219
743,925,0.4409955241,0.3127214232,620.7212524,201.1628723,1112.71814
744,926,0.4565336967,0.3019386299,620.871521,199.9505463,1099.612671
745,927,0.4628240369,0.00603325772,663.6975708,319.2772217,1050.338501
746,929,0.4436325989,0.3179311139,618.916748,201.2358856,1119.404663
747,932,0.4216931151,0.3434991518,602.2039795,198.8242798,1127.833374
748,934,0.4183505171,0.3448400415,604.9526367,200.2252045,1129.987915
749,936,0.4260133318,0.3417337918,607.6522827,201.7116089,1132.05542
750,941,0.4054237612,0.3566280678,592.305542,204.3552704,1133.615967
751,942,0.3893738588,0.3664734712,586.7895508,203.3019257,1130.950684
752,943,0.3846208007,0.3714348174,582.6808472,205.8404541,1132.414429
753,944,0.364663221,0.3826288883,562.8212891,206.9802856,1128.288086
754,945,0.3673235968,0.391424452,552.9598389,210.4846039,1129.019043
755,946,0.4039317664,0.3569125124,593.3112183,199.2785797,1127.552002
756,947,0.4084472755,0.3516996305,599.0012817,200.2677612,1129.985352
757,951,0.3895996741,0.3581065295,587.5477295,193.5149994,1118.654785
758,952,0.3903477573,0.3674286148,587.5693359,196.5868378,1123.06958
759,953,0.3827227303,0.3594392279,581.4725342,193.8748932,1118.424683
760,954,0.3772105258,0.3736341807,575.4317627,197.826355,1122.210938
761,955,0.377727124,0.3632384655,575.3739014,194.4941864,1117.997803
762,956,0.3630598879,0.3756699381,563.2323608,196.4111481,1116.630981
763,957,0.3886489944,0.3717091013,587.321106,199.8407898,1127.16626
764,958,0.3737824162,0.3766535721,575.2485352,201.342514,1126.101685
765,959,0.3606943346,0.3803921703,563.1775513,203.2810516,1124.700195
766,960,0.3304744762,0.3994212526,539.0691528,207.0942078,1121.941162
767,961,0.3205282548,0.4157785908,516.4476318,215.4590302,1125.4823
768,962,0.2655368282,0.3557290584,486.7623901,178.7381897,1065.936401
769,963,0.2850803224,0.400193382,489.4273682,193.7045441,1089.785034
770,964,0.3359403084,0.3894318588,538.4020996,194.0149231,1104.516724
771,965,0.2429939942,0.4178977306,441.5068054,197.919754,1086.742676
772,966,0.2671158646,0.416692737,490.2743225,200.417099,1099.974243
773,967,0.3307782696,0.389506218,539.0527344,200.405899,1113.775269
774,968,0.4215228885,0.3444054504,610.2301636,203.5335388,1134.465942
775,970,0.3874505662,0.3122172006,562.286499,162.9418182,1050.013916
776,971,0.3785459197,0.3184086177,556.7797852,162.7799988,1049.929199
777,972,0.3723985231,0.3193992053,553.062439,166.0877838,1057.070923
778,973,0.3397925591,0.3321685725,530.6968384,167.5825958,1055.441162
779,974,0.3011911673,0.3576669804,485.0181885,170.3111725,1052.544556
780,975,0.2377255497,0.3878417883,439.8001404,181.8440552,1063.431763
781,976,0.2156689613,0.3628882054,436.0347595,152.4297638,1021.828735
782,977,0.1814201335,0.3500929343,437.4213562,162.6677246,1036.47644
783,978,0.1107712601,0.3954572714,392.6152344,183.6993256,1061.941895
784,979,0.4150304946,-0.1577682103,531.3727417,233.0436554,706.3667603
785,980,0.4029956604,-0.2080254009,531.5544434,251.8160706,707.9248047
786,981,0.4081893946,-0.1540239157,531.1040039,230.509964,695.4708252
787,982,0.405784361,-0.1686465666,531.5953369,249.0730591,696.3394775
788,983,0.3842564271,0.04091034676,501.2442627,141.8107605,721.2927856
789,984,0.3501147131,0.05054454703,498.6112061,139.4861755,701.6721191
790,985,0.365470372,0.02995977969,496.6202087,135.559494,684.7999878
791,986,0.3463492134,0.09074235919,496.0743713,130.882309,744.1398926
792,987,0.3479291588,0.07353646023,493.8896484,131.7192688,721.7008057
793,988,0.3292467669,0.02934721559,491.8864441,130.4499512,701.8619995
794,989,0.3340689712,0.04467529578,489.8895874,126.8418121,684.7999878
795,990,0.2724213334,0.1488476844,482.4452209,111.0243301,771.1085205
796,991,0.2716993262,0.1432199805,480.0882568,112.8658752,745.5148926
797,992,0.2990173403,0.1072624968,478.496521,114.2241364,722.6177368
798,993,0.3037147637,0.06792179149,477.6560669,114.4015808,702.3110962
799,994,0.3043011891,0.05742446557,477.5696716,113.2406158,684.8000488
800,995,0.4016439803,-0.03908487858,535.8256836,195.0128937,771.6405029
801,996,0.4096268161,-0.02578586398,531.0778809,197.7156982,747.2612305
802,997,0.4429051612,0.03304145837,557.5449219,216.3381653,826.618103
803,998,0.4021221079,-0.04734089779,549.2791748,219.3916626,799.8082275
804,999,0.4122731557,-0.07748376589,550.4735107,228.9952698,800.5275269
805,1000,0.3924627152,-0.1270920943,543.2431641,232.3396454,775.4476318
806,1001,0.4647157292,-0.02350185327,595.3120117,265.0227966,899.2501831
807,1002,0.4620805498,-0.03371174576,588.5244141,263.7882996,887.348999
808,1003,0.4583675095,0.0004423677977,588.0354004,244.2077026,891.6811523
809,1004,0.4589993954,0.02512288185,581.9778442,243.4795685,878.6300659
810,1005,0.4471301188,0.07785022257,579.5323486,223.9692383,881.8580933
811,1006,0.4601959458,0.03933846348,574.0608521,223.764328,867.8352661
812,1007,0.4420769336,0.05053435064,566.9640503,214.4532013,854.5961914
813,1008,0.4477810367,0.02741332533,568.8069458,224.0733643,853.9512329
814,1009,0.4417950826,-0.01700409507,576.111145,243.31633,865.6083984
815,1010,0.4571144534,-0.06025312132,581.8985596,263.1392517,875.3774414
816,1011,0.4042072534,0.1415188559,548.1425171,169.5633545,857.8209229
817,1012,0.4382427953,0.1107233166,557.5197754,186.7295685,856.5081177
818,1013,0.4116926784,0.07370691329,549.0287476,188.5937653,826.4025879
819,1014,0.437091166,0.06733655005,552.5205688,197.6183472,826.4286499
820,1015,0.4141724174,0.002996511738,544.9327393,200.6765289,798.5386353
821,1016,0.4036411603,-0.002339043046,547.4291382,209.9419708,799.1387939
822,1017,0.3928582591,-0.07990596866,540.758606,213.3451996,773.3341064
823,1019,0.4455886302,-0.1243528905,640.4111328,351.1497498,1015.220764
824,1020,0.4439382053,-0.1288137738,640.3287354,352.1390076,1021.843689
825,1021,0.3829311941,0.2107254087,541.3458252,153.4523315,876.0315552
826,1022,0.3773169785,0.1365114619,530.1558228,155.8562927,826.9300537
827,1023,0.3560890518,0.1717195183,519.7979126,141.6754303,826.7394409
828,1024,0.3544567553,0.1894362374,522.3528442,140.422348,843.0841064
829,1025,0.4375123281,0.04236444885,538.0457764,182.8410187,797.7006226
830,1026,0.420332026,0.1105843785,540.2069092,171.3890381,826.6140747
831,1027,0.3906276218,0.1890119371,537.1853638,153.8710938,859.0827026
832,1028,0.3559243571,0.1894662202,525.2756958,139.52742,860.0848999
833,1029,0.2885024074,0.2761598359,503.6621704,118.9927216,918.2262573
834,1030,0.3064033047,0.2674188005,508.9325256,120.8735809,898.9240723
835,1031,0.3184806612,0.2570426845,517.1325073,126.4727402,897.9944458
836,1032,0.3339896406,0.2405124373,513.8088989,125.2468796,879.7486572
837,1033,0.3598592717,0.2246595123,521.4889526,132.0610657,878.6773682
838,1034,0.3147725032,0.2311825049,505.7411194,118.9586182,880.7626953
839,1035,0.2997950642,0.2497910903,497.3589783,113.2830276,881.6981201
840,1036,0.2777025534,0.2707396635,500.3986206,115.7856369,899.7689819
841,1037,0.2498962439,0.2762394744,491.5631409,111.2282257,900.526062
842,1038,0.2563270106,0.2881979335,494.6207275,114.988327,918.8565063
843,1039,0.2472181351,0.2980709997,485.3128967,111.4638901,919.3901367
844,1040,0.2753371176,0.307938024,488.2718811,116.5357056,937.7301025
845,1041,0.2551378743,0.3015809799,478.5092163,113.9711761,938.0297852
846,1042,0.2356593072,0.3063434743,469.8302307,115.153595,947.2573242
847,1043,0.3541164926,0.2276453086,528.6112061,139.0671082,877.7035522
848,1044,0.3452723097,0.23952147,524.9666748,132.5610809,896.9839478
849,1045,0.3407654461,0.2581161588,520.8006592,128.3252106,916.689209
850,1046,0.3242890023,0.2645261752,522.7434692,129.5095062,926.1372681
851,1047,0.3442590992,0.2614719747,524.7446899,130.8751984,935.6105957
852,1048,0.344152688,0.264324941,526.7938843,132.4260864,945.078186
853,1049,0.3522779079,0.2726852074,528.8806763,134.1637726,954.510437
854,1050,0.1831611758,0.08174242044,431.3832703,80.75992584,705.5055542
855,1051,0.1788636146,0.1003574125,433.5016785,80.53717041,684.7999878
856,1052,0.1772799356,0.09118388711,430.2472229,78.83724213,684.7999878
857,1053,0.2531692205,0.05117063881,462.8601379,101.0986633,703.1759644
858,1054,0.232757109,0.1530285979,446.9008789,89.27593994,726.0315552
859,1055,0.2465905368,0.1212557431,462.8887024,100.3801193,724.1264648
860,1056,0.2204392112,0.1648549678,447.5213623,88.06181335,749.7971802
861,1057,0.24462499,0.167172835,463.9599609,98.92842865,747.4736328
862,1058,0.1693028702,0.1852916106,432.0723572,78.94168091,778.0713501
863,1059,0.1899720642,0.1793418511,430.8215637,79.50002289,752.0583496
864,1060,0.2008800109,0.1519463667,430.5429382,80.32767487,727.9299927
865,1061,-0.003484893064,0.09609703394,345.3571167,58.4299736,684.8000488
866,1062,-0.003297764051,0.1389336429,345.3566284,60.10423279,709.8632812
867,1063,0.04394469522,0.09966430328,363.6860657,59.33593369,684.8000488
868,1064,0.007003128118,0.1255563883,362.9994202,60.91210175,709.2470703
869,1065,0.06374982514,0.1248925781,374.6096802,60.74107742,684.7999878
870,1066,0.1011974274,0.2030972935,380.1894836,64.31330109,783.5688477
871,1067,0.1164368909,0.1793232754,379.7728882,63.90950012,757.5560303
872,1068,0.04902060935,0.1510465967,362.6551819,61.54627991,733.800293
873,1069,0.08574302239,0.1400078568,379.8491821,63.84124374,732.6541748
874,1070,0.06268712417,0.1095274192,380.5063171,63.36908722,708.4956055
875,1071,0.05581853476,0.1247813131,381.8379211,62.0340538,684.8000488
876,1072,0.1568950849,0.1832901613,416.5105896,73.61617279,808.0704956
877,1073,0.1703364947,0.1922829762,414.8399353,72.54573059,780.1721802
878,1074,0.1633409987,0.1763633839,413.9090576,72.69457245,754.1343384
879,1075,0.1736159413,0.1495268331,413.8473206,73.16387177,729.6925659
880,1076,0.130351026,0.1139507612,414.7980042,73.26850128,706.6080322
881,1077,0.1501711694,0.09854305535,416.9146423,72.6859436,684.8000488
882,1078,0.2806529478,0.2244402901,481.2523193,103.22715,831.6138306
883,1079,0.2660056465,0.188019751,485.6091919,109.6220551,799.4742432
884,1080,0.2625780716,0.170892909,477.3314514,102.7407074,800.5704956
885,1081,0.2394636495,0.1710105572,474.2651367,103.7742844,772.1519775
886,1082,0.2054887577,0.2195707786,436.9796753,82.17478943,836.4396362
887,1083,0.2237724424,0.2415183809,455.0129395,88.86479187,834.6831665
888,1084,0.2198769471,0.1965068386,453.2563782,87.63441467,819.0771484
889,1085,0.2413780018,0.2216881088,462.0369263,91.92193604,818.0108643
890,1086,0.2262736689,0.2030456136,460.3515015,91.47167969,802.9040527
891,1087,0.2470639882,0.1921318429,468.9100037,96.71400452,801.7283325
892,1088,0.2189675489,0.1685750993,465.9876404,97.40896606,773.3121338
893,1089,0.4093425487,-0.1124975028,528.7606201,212.1709137,694.6994019
894,1090,0.4069991566,-0.05970445076,524.5951538,194.2038116,694.1032104
895,1091,0.4209766828,-0.09484840921,529.262085,214.5405579,704.979248
896,1092,0.4084719687,-0.0738020955,525.2573853,196.4389496,703.8986816
897,1093,0.4201183348,-0.01975247047,527.5449829,198.5303345,724.7822266
898,1094,0.4081546211,0.00867271791,521.5183716,180.9240265,723.9342041
899,1095,0.3843821003,0.01190827335,524.5351562,180.1652985,746.2841187
900,1096,0.3917062507,0.03245402727,517.0349121,164.5465088,745.6719971
901,1097,0.3804915284,0.06067631321,520.3577881,162.1041565,770.2129517
902,1098,0.3524617516,0.09873306852,512.3338623,148.2341766,768.4388428
903,1099,0.3458598248,0.1444721615,515.6092529,144.8810272,796.1416626
904,1100,0.3170372212,0.1695970233,509.427124,136.1032867,796.4550171
905,1101,0.3390669238,0.1874050081,513.3448486,133.4833374,827.3219604
906,1102,0.3047240679,0.2066886288,505.7810974,124.7376328,828.4147949
907,1103,0.3025814344,0.204292121,500.190155,116.9058762,846.0005493
908,1104,0.2988024178,0.2280798419,494.5532532,111.4356155,864.1029053
909,1105,0.2756518758,0.2620451602,488.6871338,108.2175064,882.5623779
910,1106,0.2505024714,0.2900761226,482.4599304,107.2182617,901.1924438
911,1107,0.2388386093,0.290800456,475.7740479,108.4428024,919.8285522
912,1108,0.2380417043,0.2992338787,468.5567932,111.8648224,938.2450562
913,1109,0.2407964971,0.3131073908,471.1070557,118.6531067,956.2162476
914,1110,0.1896775943,0.2643993553,440.3818359,87.56018066,868.7977905
915,1111,0.2432098457,0.2636517531,459.0223999,93.3497467,867.5123901
916,1112,0.2382455319,0.2364609691,456.940094,90.74887848,850.8395386
917,1113,0.2363930532,0.2388190697,465.9786377,94.55162811,849.9798584
918,1114,0.2492975877,0.223418209,463.9167786,92.92263794,833.7125854
919,1115,0.2645136594,0.2216069249,472.674408,97.70420837,832.6781616
920,1116,0.2571232227,0.2126468251,470.6906433,96.95032501,816.8955688
921,1117,0.1824173759,0.262858939,421.5679016,82.86753845,869.8963013
922,1118,0.4053209964,-0.05700727919,523.1659546,187.6970825,684.8000488
923,1119,0.416483218,-0.02221029374,518.0880127,173.9199982,684.7999878
924,1120,0.4166258386,-0.01744533481,519.3984375,178.9147186,703.3929443
925,1121,0.3865709102,-0.01330568904,512.2047729,162.741684,703.1043091
926,1122,0.4145168066,0.01350151268,514.3955688,165.0669098,723.4194336
927,1123,0.4002017234,0.04760277312,506.9698486,150.8738556,721.512085
928,1124,0.3791372536,0.0804941878,509.5803833,150.6318665,743.6192017
929,1125,0.3687896561,0.1050820375,503.7177124,141.3685455,743.5023804
930,1126,0.3309276277,0.1144108156,506.3336487,139.0848083,768.5101929
931,1127,0.3392716102,0.1332479045,498.6333313,128.7582855,769.3521729
932,1128,0.3230856443,0.1519743758,501.7904968,126.3875504,797.4543457
933,1129,0.3037902023,0.1735197049,493.7506714,117.453186,798.4613037
934,1130,0.3053366979,0.2004665044,497.8053894,116.6704025,829.4989624
935,1131,0.2978987736,0.2144742918,489.6322632,109.5308914,830.5489502
936,1132,0.2743491307,0.2172308077,491.9786682,110.2009659,847.0368042
937,1133,0.2794521458,0.2292574169,483.5273132,104.2614365,848.0550537
938,1134,0.2769960316,0.2395543593,486.007019,105.909111,865.0541992
939,1135,0.2579908109,0.2603349027,477.2162476,101.0570374,865.949646
940,1136,0.2559203986,0.2754444817,479.7552795,103.7647171,883.3499146
941,1137,0.2340808279,0.2859957091,470.5955505,99.92934418,884.0526733
942,1138,0.2339549112,0.2888590269,473.1234741,103.771347,901.7655029
943,1139,0.2052180555,0.2988705713,466.0385742,105.9414902,920.1746826
944,1140,0.2142398116,0.3120984398,448.3731689,108.429924,938.5509033
945,1141,0.1870373708,0.2244483203,418.7970581,76.81035614,837.9820557
946,1142,0.1343540852,0.266045172,402.6261292,79.25042725,870.7971802
947,1143,0.140607041,0.218396481,400.5194092,72.71514893,839.2879639
948,1144,0.09278914762,0.2020213205,398.7839661,69.121521,809.7136841
949,1145,0.1566462962,0.2142032751,397.5336914,67.70168304,782.0161743
950,1146,0.1669978168,0.181657429,396.8767395,67.53079987,755.979187
951,1147,0.1379699006,0.1389223801,396.9253845,67.69468689,731.2782593
952,1148,0.105383383,0.1207027369,397.8022156,67.48105621,707.6117554
953,1149,0.1318200874,0.1210372945,403.140564,67.59980011,684.7999878
954,1150,0.1178190605,0.238049397,383.5923462,76.69036102,871.4917603
955,1151,0.08303674181,0.2055913178,382.1795654,69.84078979,840.3391724
956,1152,0.08572253934,0.2066282534,381.0178528,65.9781189,811.0723877
957,1153,0.09350199803,0.2920938349,385.1705322,87.14701843,904.5307007
958,1154,0.1463358156,0.2950045988,404.98526,89.30712891,904.1713867
959,1155,0.1778494525,0.2861063233,423.09198,87.14185333,886.5632324
960,1156,0.1853358222,0.2982205388,442.2599792,91.44374847,885.6956177
961,1157,0.2342480992,0.2799771816,461.2442017,96.71829224,884.6616821
962,1158,0.2275609878,0.2742441734,468.2093811,96.87068939,866.7745972
963,1159,0.2531851851,0.2383017844,474.8526917,99.05292511,849.043335
964,1160,0.05572392483,0.2871903102,365.2790833,85.84701538,904.7468872
965,1161,0.0572877916,0.238247704,364.4938354,75.1737442,871.9746704
966,1162,0.01959018359,0.2220581567,363.7909851,68.15198517,841.1246948
967,1163,0.0590893338,0.2089998828,363.2142639,64.13018799,812.1296997
968,1164,0.03777704664,0.2077655981,362.8057251,62.31051636,784.8091431
969,1165,0.4168742982,-0.1057967738,531.5546875,216.8076324,726.4937744
970,1166,0.1359776884,-0.473226901,399.5307007,424.394104,684.7999878
971,1167,0.11559859,-0.4737362245,397.2369995,422.2025146,710.411438
972,1168,0.1443310656,-0.4694276496,403.0339661,423.2948914,684.7999878
973,1169,0.2745747844,-0.4586796648,455.1716003,396.749054,684.8000488
974,1170,0.2827371768,-0.4464649544,458.6094055,391.6651917,712.2744751
975,1171,0.242358679,-0.4432586504,444.4966736,401.276062,711.8110962
976,1172,0.1733283042,-0.4544819203,429.4884644,409.6297913,711.3448486
977,1173,0.2083317362,-0.4641366757,430.1473999,412.0736694,684.7999878
978,1174,0.2533417431,-0.4538304217,449.1461487,400.9459839,684.7999878
979,1175,0.2628967339,-0.4449902607,456.5752563,391.171814,737.7131958
980,1176,0.2445310858,-0.4392642386,442.4518738,397.8743286,748.8961182
981,1177,0.2304409628,-0.4406224942,442.5491638,399.6225281,737.0296021
982,1178,0.218999618,-0.4360928601,427.8302307,402.0713806,759.6071777
983,1179,0.2098516873,-0.4466644493,427.7458496,407.0076294,736.3521118
984,1180,0.2528685297,-0.4183387852,445.0190125,390.1116638,782.171936
985,1181,0.236168813,-0.4306504332,442.8660889,395.5841675,760.3178101
986,1182,0.2640941928,-0.4164261549,457.2511902,388.1795654,761.0505981
987,1183,0.30625028,-0.4298782418,470.3092346,381.6598206,725.8612671
988,1184,0.3131276423,-0.45193435,471.728363,380.8983154,712.7322998
989,1185,0.3224020015,-0.4364542639,482.4107971,370.6286926,726.449707
990,1186,0.3843454743,-0.3912753253,518.045105,317.0435791,684.7999878
991,1187,0.3820244728,-0.4007098746,511.8938599,330.3761292,684.7999878
992,1188,0.3801927394,-0.3993578157,510.1939392,333.6305847,684.7999878
993,1189,0.3865971788,-0.3617698436,523.1313477,303.2694397,684.7999878
994,1190,0.4003882749,-0.3520854549,521.9858398,303.8495483,699.0161133
995,1191,0.3965311796,-0.3511030841,520.7003784,307.0656433,712.7279053
996,1192,0.3896199831,-0.348511274,520.3186035,309.3742981,725.9192505
997,1193,0.3980888452,-0.2913805518,525.9295044,291.6374207,724.0626221
998,1194,0.3914053882,-0.3236477375,526.5673218,292.9768982,736.4000854
999,1195,0.4059623621,-0.2536584031,530.9349365,274.0663147,733.7444458
1000,1196,0.4019067077,-0.2539845392,528.6970215,281.9668274,684.7999878
1001,1197,0.4167133409,-0.2685040681,529.9900513,274.7386169,684.7999878
1002,1198,0.4178675548,-0.2962095298,526.9508057,286.1106567,698.2428589
1003,1199,0.4204167488,-0.2278020459,530.2003174,267.733429,697.2946777
1004,1200,0.4130139235,-0.3018743324,526.0432739,289.3452454,711.3374634
1005,1201,0.4182683423,-0.2435670701,529.7522583,270.7649536,709.6358643
1006,1202,0.4105278607,-0.2275170475,530.0100098,272.87854,721.7944336
1007,1203,0.4177545381,-0.173332072,532.1394043,253.6845703,719.5187378
1008,1204,0.4143265965,-0.1757941589,533.3138428,254.6721802,731.0870972
1009,1205,0.4007594598,-0.111976125,533.4929199,235.5638428,728.663208
1010,1206,0.4043771895,-0.1740387198,537.5241089,234.9579315,751.5509644
1011,1207,0.4160060078,-0.09925822987,535.4344482,216.0517426,749.1634521
1012,1208,0.4049021556,-0.05273220129,538.5941162,204.081192,772.4135132
1013,1209,0.4092430467,0.04074878194,541.800415,191.6307831,798.0436401
1014,1210,0.4346935419,0.0741194507,544.9043579,179.8429871,826.4573364
1015,1211,0.2898287311,-0.428887918,469.7578735,381.7468567,738.3980103
1016,1212,0.3159985187,-0.4265187019,482.0426025,371.4402466,739.0784302
1017,1213,0.3087663156,-0.4219832667,482.5708313,371.507782,751.0848999
1018,1214,0.309965466,-0.4128413295,488.6460571,366.1025696,751.49823
1019,1215,0.3067409781,-0.4142582784,490.1941833,365.8051147,762.9937744
1020,1216,0.2749615254,-0.4374065457,456.6078796,389.9588318,749.6194458
1021,1217,0.2877302033,-0.4194855323,469.9950867,381.1419067,750.3510742
1022,1218,0.3060710756,-0.4145510336,483.9029846,370.9259338,762.5579834
1023,1219,0.2945136674,-0.4054012357,485.9482727,369.8706665,773.6238403
1024,1220,0.3264778579,-0.4055318274,496.4546814,359.5344238,763.5809326
1025,1221,0.3305292458,-0.3958071488,498.9589844,358.9071045,774.6887817
1026,1222,0.314135421,-0.3993030073,492.4875488,365.0121155,774.0710449
1027,1223,0.3479459488,-0.3850604529,502.5089111,352.1295166,764.3435059
1028,1224,0.3375659804,-0.3560948085,508.4983521,350.7167969,786.2885132
1029,1225,0.3283206393,-0.3750143323,502.1296387,357.9589539,785.4446411
1030,1226,0.3601596753,-0.3411813989,514.3304443,342.2711792,787.3899536
1031,1227,0.3747408128,-0.2908546627,530.0581665,309.0412598,785.1134644
1032,1228,0.3561334641,-0.3011177067,523.2489624,325.2252502,787.7262573
1033,1229,0.370133952,-0.334308893,517.1073608,326.8746033,765.4025879
1034,1230,0.3587928024,-0.3492246022,513.0812378,334.9552307,765.9553833
1035,1231,0.3556665107,-0.3451933197,511.03125,335.1110229,754.1947021
1036,1232,0.3571785086,-0.3674911415,506.158844,343.7481995,753.6532593
1037,1233,0.3522743146,-0.3753970908,504.9707031,343.190033,741.3522339
1038,1234,0.3514380722,-0.381433665,499.5424805,351.5751648,740.5504761
1039,1235,0.3308988071,-0.4147087419,493.8771362,357.7702942,727.1716919
